Cotação,DY,P/VP,Liquidez Diária,Liquidez Unidade,VARIAÇÃO,Papel,Razão Social,CNPJ,PÚBLICO-ALVO,MANDATO,SEGMENTO,TIPO DE FUNDO,PRAZO DE DURAÇÃO,TIPO DE GESTÃO,TAXA DE ADMINISTRAÇÃO,VACÂNCIA,NUMERO DE COTISTAS,COTAS EMITIDAS,VAL. PATRIMONIAL P/ COTA,VALOR PATRIMONIAL,ÚLTIMO RENDIMENTO,Valor Patrimonial Unidade
64.42,13.38,0.92,41.08,K,-3.74,ITIP11,INTER TEVA INDICE DE PAPEL FUNDO DE INVESTIMENTO IMOBILIÁRIO,36312772/0001-06,Geral,Renda,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Passiva,0.30,0.00,8843,748140,70.03,52.40,0.80,Milhões
65.99,15.29,0.76,40.96,K,4.45,IRIM11,IRIDIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO,41076564/0001-95,Geral,Híbridos,Híbrido,Fundo de papel,Indeterminado,Ativa,1.03,0.00,2525,1919989,86.47,166.02,0.81,Milhões
79.31,14.94,0.85,188.41,K,-2.84,TMPS11,ITAÚ TEMPUS FUNDO DE INVESTIMENTO IMOBILIÁRIO,42737077/0001-99,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Outro,Determinado,Ativa,0.90,0.00,1975,978957,93.81,91.84,0.85,Milhões
75.62,12.77,0.79,795.05,K,-7.32,ITRI11,ITAÚ TOTAL RETURN FUNDO DE INVESTIMENTO IMOBILIÁRIO,52270671/0001-76,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo misto,Indeterminado,Ativa,,0.00,15897,6249989,95.76,598.50,0.82,Milhões
160.00,2.89,0.85,4.06,M,9.09,JCCJ11,JHSF CAPITAL CIDADE JARDIM - FUNDO DE INVESTIMENTO IMOBILIÁRIO,50701686/0001-16,Geral,Renda,Fundo de Fundos,Fundo de fundos,Indeterminado,Ativa,0.3,0.00,117,1668494,188.85,315.11,0.34,Milhões
14.88,1.06,1.90,62.38,K,-34.36,JBFO11,JBFO FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO,36615915/0001-59,Geral,Títulos e valores mobiliários,Fundo de Fundos,Fundo de papel,Indeterminado,Ativa,1.00,0.00,364,1279059,7.81,10.00,0.04,Milhões
150.50,1.81,0.92,8.56,K,9.80,VJFD11,JFDCAM FUNDO DE INVESTIMENTO IMOBILIÁRIO,15489509/0001-17,Investidor Qualificado,Renda,Híbrido,Fundo misto,Indeterminado,Ativa,,0.00,91,4876118,163.87,799.06,0.82,Milhões
68.67,9.50,0.64,22.38,K,6.15,JFLL11,JFL LIVING FI IMOBILIÁRIO CLASSE UNICA,36501181/0001-87,Geral,Renda,Outros,Fundo de Tijolo,Indeterminado,Ativa,1.15,23.00,2598,1500587,106.87,160.37,0.40,Milhões
67.87,10.83,0.89,59.98,K,0.00,ITIT11,INTER TEVE INDICE DE TIJOLO FUNDO DE INVESTIMENTO IMOBILIÁRIO,36293425/0001-83,Geral,Renda,Títulos e Valores Mobiliários,Fundo de fundos,Indeterminado,Passiva,0.30,0.00,10409,900483,76.21,68.62,0.63,Milhões
117.89,63.67,0.95,12.23,K,717.55,JPPC11,JPP CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,17216625/0001-98,Geral,Híbridos,Híbrido,Fundo de desenvolvimento,Determinado,Ativa,1.80,0.00,418,54989,123.96,6.82,75.06,Milhões
98.50,7.77,0.87,15.03,K,-6.80,JASC11,JASC RENDA VAREJO FUNDO DE INVESTIMENTO IMOBILIÁRIO,40886241/0001-02,Geral,Renda,Outros,Fundo de Tijolo,Indeterminado,Ativa,1.00,0.90,162,3489331,113.20,394.98,0.67,Milhões
79.31,16.38,0.82,115.30,K,12.72,JPPA11,JPP ALLOCATION MOGNO - FUNDO DE INVESTIMENTO IMOBILIÁRIO,30982880/0001-00,Geral,Títulos e valores mobiliários,Híbrido,Fundo de papel,Indeterminado,Ativa,0.65,0.00,6668,904039,96.95,87.65,1.06,Milhões
7.43,14.70,0.83,1.46,M,-14.40,JSAF11,JS ATIVOS FINANCEIROS FUNDO DE INVESTIMENTO IMOBILIÁRIO,42085661/0001-07,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,1.00,0.00,22040,77523279,8.94,692.92,0.09,Milhões
90.93,15.13,0.91,486.10,K,7.01,ICRI11,ITAÚ CRÉDITO IMOBILIÁRIO IPCA,51294441/0001-84,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,,0.00,8938,3857348,100.00,385.73,1.10,Milhões
8.06,13.96,0.86,358.37,K,-5.66,JSCR11,JS Recebíveis Imobiliários,54866214/0001-74,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,,0.00,3680,22137089,9.32,206.37,0.10,Milhões
62.73,9.18,0.62,1.65,M,6.16,JSRE11,JS REAL ESTATE MULTIGESTÃO - FII,13371132/0001-71,Geral,Híbridos,Híbrido,Outro,Indeterminado,Ativa,1,4.50,87360,20767317,101.94,2.12,0.48,Bilhões
6.67,12.41,0.82,437.21,K,-7.86,KISU11,KLIMA FIC FUNDO IMOBILIÁRIO SUNO 30,36669660/0001-07,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de fundos,Indeterminado,Ativa,0.65,0.00,107615,44196039,8.10,357.98,0.07,Milhões
64.68,17.58,0.76,327.58,K,-5.73,KIVO11,KILIMA VOLKANO RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,42273325/0001-98,Investidor Qualificado,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,1.25,0.00,6729,2222725,84.98,188.88,0.95,Milhões
8.55,14.04,0.89,352.68,K,0.12,KCRE11,KINEA CREDITAS FUNDO DE INVESTIMENTO IMOBILIÁRIO,42502802/0001-40,Geral,Renda,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,,0.00,15566,35999989,9.57,344.47,0.11,Milhões
90.14,12.37,0.90,4.12,M,5.09,KNHF11,KINEA HEDGE FUND FDO DE INV IMOB,42754342/0001-47,Geral,Renda,Híbrido,Fundo misto,Indeterminado,Ativa,1.2,5.60,43517,19663224,99.82,1.96,1.00,Bilhão
86.70,12.63,0.95,7.91,M,2.05,KNIP11,KINEA INDICES DE PRECOS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,24960430/0001-13,Investidor Qualificado,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,1.00 ,0.00,72629,80078175,90.83,7.27,0.80,Bilhões
102.00,13.78,1.03,2.51,M,10.38,KNHY11,KINEA HIGH YIELD CRI FUNDO DE INVESTIMENTO IMOBILIÁRIO,30130708/0001-28,Investidor Qualificado,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,1.60,0.00,25688,28169496,99.15,2.79,1.30,Bilhões
70.34,21.32,0.66,2.59,M,-18.37,KORE11,Kinea Oportunidades Real Estate,52219978/0001-42,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Ativa,,9.35,24716,9624989,105.93,1.02,1.25,Bilhão
137.29,8.74,0.84,5.43,M,-3.51,KNRI11,KINEA RENDA IMOBILIÁRIA FDO INV IMOB - FII,12005956/0001-65,Geral,Renda,Híbrido,Fundo de Tijolo,Indeterminado,Ativa,1.25,4.35,298819,28204036,163.04,4.60,1.00,Bilhões
0.27,1.68,0.40,2.54,K,145.45,KNRE11,KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOBILIÁRIO,14423780/0001-97,Investidor Qualificado,Desenvolvimento para venda,Outros,Fundo misto,Determinado,Ativa,1.0,0.00,5972,18547150,0.67,12.41, 0.00,Milhões
8.73,12.83,0.99,4.05,M,7.64,KNSC11,KINEA SECURITIES FUNDO DE INVESTIMENTO IMOBILIÁRIO,35864448/0001-38,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,1.20,0.00,219908,202202374,8.81,1.78,0.10,Bilhão
104.99,13.74,1.04,2.18,M,14.82,KNUQ11,KINEA UNIQUE HY CDI FUNDO DE INVESTIMENTO IMOB,42754362/0001-18,Geral,Renda,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,,0.00,36088,15312506,101.26,1.55,1.50,Bilhão
103.54,12.52,1.02,11.12,M,11.82,KNCR11,KINEA RENDIMENTOS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,16706958/0001-32,fiiGENERAL,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,1.00 ,0.00,424320,76509713,101.88,7.80,1.35,Bilhões
560.00,3.34,1.68,1.24,M,21.41,LPLP11,LAGO DA PEDRA - FUNDO DE INVESTIMENTO IMOBILIÁRIO,37262752/0001-30,Investidor Qualificado,Desenvolvimento para venda,Outros,Outro,Indeterminado,Ativa,0.10,0.00,14,580499,334.03,193.91,4.96,Milhões
80.54,0.00,1.00,3.13,K,0.01,LRDI11,FUNDO DE INVESTIMENTO IMOBILIÁRIO LEBLON REALTY DESENVOLVIMENTO I,41088534/0001-07,Investidor Qualificado,Híbridos,Híbrido,Fundo de desenvolvimento,Indeterminado,Ativa,,0.00,95,370233,80.38,29.76, 0.00,Milhões
8.56,17.76,0.86,763.30,K,-3.71,LIFE11,Life Capital Partners Fund de Investimento Imob,39753295/0001-02,Geral,Híbridos,Outros,Outro,Indeterminado,Ativa,,0.00,17137,37901296,9.95,376.95,0.12,Milhões
4.20,0.00,0.07,34.80,K,58.58,LFTT11,LOFT II FUNDO DE INVESTIMENTO IMOBILIÁRIO,24796967/0001-90,Investidor Qualificado,Híbridos,Outros,Fundo de papel,Indeterminado,Ativa,0.20,0.00,709,664989,57.65,38.34,3.67,Milhões
8.68,14.63,0.93,1.26,M,7.43,MANA11,MANATÍ CAPITAL HEDGE FUND FUNDO DE INVESTIMENTO IMOBILIÁRIO,42888583/0001-89,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Outro,Indeterminado,Ativa,1.00,0.00,27241,37536129,9.30,349.05,0.11,Milhões
92.00,14.50,0.68,1.19,M,1.57,LASC11,LEGATUS SHOPPINGS FUNDO DE INVESTIMENTO IMOBILIÁRIO,30248158/0001-46,Geral,Desenvolvimento para renda,Shoppings / Varejo,Fundo de Tijolo,Indeterminado,Ativa,1.10,4.20,398,2940287,135.03,397.04,0.92,Milhões
9.54,11.95,1.01,9.76,M,7.19,MXRF11,MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO,97521225/0001-25,Geral,Híbridos,Híbrido,Fundo de papel,Indeterminado,Ativa,0.90,0.00,1321790,437325286,9.42,4.12,0.10,Bilhões
79.93,17.01,0.77,815.11,K,-8.60,MFII11,MÉRITO DESENVOLVIMENTO IMOBILIÁRIO - FUNDO DE INVESTIMENTO IMOBILIÁRIO,16915968/0001-88,Geral,Híbridos,Híbrido,Fundo de desenvolvimento,Indeterminado,Ativa,2.0,0.00,33038,5962384,103.82,619.00,1.06,Milhões
65.60,2.20,1.97,278.80,K,-39.01,MCEM11,MÉRITO CEMITÉRIOS FII - FDO DE INV IMOB,46157247/0001-17,Geral,Híbridos,Outros,Outro,Indeterminado,Ativa,,0.00,166,2959866,33.23,98.37,0.48,Milhões
8.54,14.87,0.89,5.20,M,6.48,MCRE11,MAUÁ CAPITAL REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO,36655973/0001-06,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,1.05,0.00,100276,111598910,9.64,1.08,0.11,Bilhão
10.40,4.66,0.75,2.07,M,3.28,MCLO11,MAUÁ CAPITAL LOGÍSTICA FUNDO DE INVESTIMENTO IMOB,57466934/0001-30,Geral,Títulos e valores mobiliários,Logístico / Indústria / Galpões,Outro,Determinado,Ativa,,0.00,188,124642849,13.81,1.72,0.09,Bilhão
16.06,0.00,0.59,34.28,K,-2.78,MGHT11,FUNDO DE INVESTIMENTO IMOBILIÁRIO MOGNO HOTÉIS,34197776/0001-65,Investidor Qualificado,Renda,Hotéis,Fundo de Tijolo,Indeterminado,Ativa,0.85,0.00,4303,1313773,27.15,35.67,0.13,Milhões
8.19,15.18,0.82,9.26,K,7.76,NCRI11,NAVI CRÉDITO IMOBILIÁRIO,40041603/0001-56,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,,0.00,1164,3949988,9.95,39.29,0.10,Milhões
68.91,13.84,0.81,69.61,K,-10.36,NAVT11,NAVI IMOBILIÁRIO TOTAL RETURN FUNDO DE INVESTIMENTO IMOBILIÁRIO,35652252/0001-80,Geral,Renda,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,1.0,0.00,2645,612271,85.51,52.35,0.75,Milhões
103.40,11.03,0.81,196.35,K,0.78,NEWL11,NEWPORT LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,32527626/0001-47,Geral,Híbridos,Híbrido,Fundo de Tijolo,Indeterminado,Ativa,0.95,0.00,9913,2817401,127.94,360.47,0.95,Milhões
8.44,12.87,0.87,31.72,K,-0.35,APTO11,NAVI RESIDENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,42432327/0001-82,Geral,Híbridos,Híbrido,Fundo de Tijolo,Indeterminado,Ativa,1.35,21.00,8425,4612216,9.76,45.00,0.09,Milhões
95.00,8.34,1.07,31.57,K,6.16,OCRE11,OCTO FDO DE INV IMOB,44680435/0001-08,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo misto,Indeterminado,Ativa,,0.00,462,422975,89.07,37.68,0.64,Milhões
94.50,1.08,1.21,142.00,K,19.73,NEWU11,NEWPORT RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIÁRIO,14793782/0001-78,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Ativa,0.48,35.37,1116,741989,77.78,57.71,0.20,Milhões
6.67,16.34,0.79,242.59,K,-15.46,ARRI11,FUNDO DE INVESTIMENTO IMOBILIÁRIO ÁTRIO REIT RECEBÍVEIS IMOBILIÁRIOS,32006821/0001-21,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,0.14,0.00,23944,20726962,8.47,175.65,0.09,Milhões
77.22,15.63,0.77,448.99,K,12.54,OUJP11,OURINVEST JPP FUNDO DE INVESTIMENTO IMOBILIÁRIO,26091656/0001-50,Geral,Títulos e valores mobiliários,Híbrido,Fundo de papel,Indeterminado,Ativa,1.05,0.00,24930,3252373,100.22,325.94,1.00,Milhões
49.00,0.00,1.34,744.06,K,-13.23,PNPR11,PANORAMA PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO,26813118/0001-22,Investidor Qualificado,Híbridos,Híbrido,Fundo de desenvolvimento,Indeterminado,Ativa,1.00,8.40,17,897805,36.53,32.80,1.23,Milhões
7.62,15.25,0.82,320.16,K,-7.19,PMIS11,Paramis Hedge Fund,51868778/0001-58,Geral,Títulos e valores mobiliários,Híbrido,Outro,Indeterminado,Ativa,,0.00,7064,14803231,9.29,137.60,0.09,Milhões
1.040.00,0.33,0.98,1.61,M,-12.38,PNDL11,FUNDO DE INVESTIMENTO IMOBILIÁRIO PANORAMA DESENVOLVIMENTO LOGÍSTICO,37899400/0001-90,Investidor Qualificado,Híbridos,Outros,Fundo de desenvolvimento,Determinado,Ativa,1.50,10.60,51,144321,1061.19,153.16,3.41,Milhões
54.75,10.19,0.99,1.17,M,1.28,PQAG11,PARQUE ANHANGUERA FUNDO DE INVESTIMENTO IMOBILIÁRIO,12978943/0001-72,Geral,Desenvolvimento para renda,Logístico / Indústria / Galpões,Fundo de Tijolo,Indeterminado,Ativa,0.2,0.00,465,13991879,55.41,775.28,0.47,Milhões
110.29,10.47,0.71,1.54,M,7.04,HGRE11,CSHG REAL ESTATE - FUNDO DE INVESTIMENTO IMOBILIÁRIO,09072017/0001-29,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Ativa,1.0,13.30,142895,11817756,155.74,1.84,0.85,Bilhão
38.60,4.12,0.94,38.09,K,12.08,PATC11,PÁTRIA EDIFÍCIOS CORPORATIVOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,30048651/0001-12,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Ativa,1.175,34.70,5416,3477423,41.21,143.32,0.05,Milhões
57.48,12.13,0.60,1.25,M,9.72,PATL11,PÁTRIA LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,35754164/0001-99,Geral,Desenvolvimento para renda,Logístico / Indústria / Galpões,Fundo de Tijolo,Indeterminado,Ativa,0.73,8.80,25725,4991524,96.58,482.09,0.57,Milhões
97.95,10.06,0.81,2.10,M,-0.08,PMLL11,Genial Malls Fundo de Investimento Imobiliário,26499833/0001-32,Geral,Renda,Shoppings / Varejo,Fundo de Tijolo,Indeterminado,Ativa,0.50,4.00,129572,13982082,121.22,1.69,0.86,Bilhão
62.29,14.30,0.76,520.19,K,-17.62,HGFF11,CSHG IMOBILIÁRIO FOF - FUNDO DE INVESTIMENTO IMOBILIÁRIO,32784898/0001-22,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de fundos,Indeterminado,Ativa,0.80,0.00,15242,2863586,81.82,234.29,0.68,Milhões
152.50,8.66,0.94,6.33,M,2.74,HGLG11,CSHG LOGÍSTICA - FUNDO DE INVESTIMENTO IMOBILIÁRIO,11728688/0001-47,Geral,Renda,Logístico / Indústria / Galpões,Fundo de Tijolo,Indeterminado,Ativa,0.60,3.00,508512,33787564,162.51,5.49,1.10,Bilhões
63.48,10.24,0.50,249.10,K,2.45,VCRR11,VECTIS RENDA RESIDENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,40041723/0001-53,Geral,Renda,Outros,Fundo de Tijolo,Indeterminado,Ativa,0.80,19.00,3585,1999989,126.69,253.39,0.50,Milhões
122.50,10.12,0.96,2.94,M,6.64,HGRU11,CSHG RENDA URBANA - FUNDO DE INVESTIMENTO IMOBILIÁRIO,29641226/0001-53,Geral,Renda,Híbrido,Fundo misto,Indeterminado,Ativa,0.90,0.80,221408,23238013,127.47,2.96,0.95,Bilhões
136.45,99.38,0.97,156.40,K,-0.43,HGPO11,CSHG PRIME OFFICES - FUNDO DE INVESTIMENTO IMOBILIÁRIO,11260134/0001-68,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Passiva,0.625,0.00,10209,1753046,140.30,245.96,130.40,Milhões
39.01,20.12,0.63,1.35,K,48.78,PEMA11,PERFORMA REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO,34736510/0001-43,Investidor Qualificado,Títulos e valores mobiliários,Outros,Fundo de papel,Indeterminado,Ativa,0.10,0.00,292,551989,61.71,34.06,0.37,Milhões
79.10,12.83,0.87,612.26,K,5.62,PLCR11,FUNDO DE INVESTIMENTO IMOBILIÁRIO PLURAL RECEBÍVEIS,32527683/0001-26,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,1.20,0.00,14030,2109158,91.08,192.11,0.90,Milhões
92.35,13.10,0.95,4.01,M,1.16,HGCR11,CSHG RECEBÍVEIS IMOBILIÁRIOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO,11160521/0001-22,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,0.80,0.00,102035,15418095,97.65,1.51,1.05,Bilhão
7.71,13.99,0.80,346.48,K,-0.78,PORD11,POLO FUNDO DE INVESTIMENTO IMOBILIÁRIO - RECEBÍVEIS IMOBILIÁRIOS II,17156502/0001-09,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,0.90,0.00,44174,37283739,9.60,357.86,0.09,Milhões
12.39,19.45,0.83,2.72,K,89.16,PLRI11,POLO FUNDO DE INVESTIMENTO IMOBILIÁRIO - RECEBÍVEIS IMOBILIÁRIOS I,14080689/0001-16,Investidor Qualificado,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,1.00,0.00,894,954293,14.88,14.20,1.36,Milhões
210.09,7.22,0.59,69.97,K,-5.45,FPAB11,FUNDO DE INVESTIMENTO IMOBILIÁRIO PROJETO ÁGUA BRANCA,03251720/0001-18,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Passiva,5.0,18.00,700,749989,357.12,267.84,1.35,Milhões
140.00,10.02,0.84,21.19,K,1.52,RZZR11,Raizz Renda Logística,35652278/0001-28,Investidor Qualificado,Renda,Logístico / Indústria / Galpões,Fundo de Tijolo,Indeterminado,Passiva,0.20,0.00,432,4813161,166.30,800.42,1.20,Milhões
950.00,12.49,0.91,72.57,K,4.24,RSPD11,RB CAPITAL DESENVOLVIMENTO RESIDENCIAL III FUNDO DE INVESTIMENTO IMOBILIÁRIO,19249989/0001-08,Investidor Qualificado,Desenvolvimento para venda,Outros,Fundo de desenvolvimento,Determinado,Ativa,2.00,0.00,132,149000,1047.47,156.08,49.74,Milhões
89.36,8.91,0.89,87.70,K,20.72,RBIR11,RB CAPITAL DESENVOLVIMENTO RESIDENCIAL IV FUNDO DE INVESTIMENTO IMOBILIÁRIO,31161410/0001-48,Geral,Desenvolvimento para venda,Outros,Fundo de desenvolvimento,Determinado,Ativa,2.0,0.00,1477,1528604,100.03,152.90,2.23,Milhões
62.80,12.77,0.89,490.55,K,-0.71,RFOF11,FUNDO DE INVESTIMENTO IMOBILIÁRIO RB CAPITAL I FUNDO DE FUNDOS,34027774/0001-28,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de fundos,Indeterminado,Ativa,0.80,0.00,4149,1078153,70.31,75.81,0.65,Milhões
0.20,247.07,0.07,1.04,K,0.00,PRSN11,PERSONALE I FUNDO DE INVESTIMENTO IMOBILIÁRIO,14056001/0001-62,Investidor Qualificado,Desenvolvimento para venda,Outros,Fundo de desenvolvimento,Determinado,Ativa,1.50,0.00,966,3231236,2.84,9.17,0.33,Milhões
38.00,18.18,0.63,2.16,K,-32.68,RBLG11,RB CAPITAL LOGÍSTICO FUNDO DE INVESTIMENTO IMOBILIÁRIO,35652227/0001-04,Investidor Qualificado,Renda,Logístico / Indústria / Galpões,Fundo de Tijolo,Indeterminado,Ativa,1.00,0.00,246,640188,60.37,38.65,0.61,Milhões
149.11,11.32,0.75,505.89,K,-0.09,FIIP11,RB CAPITAL RENDA I FUNDO DE INVESTIMENTO IMOBILIÁRIO,08696175/0001-97,Geral,Renda,Híbrido,Fundo de Tijolo,Indeterminado,Passiva,R$17426.00 mensais,0.00,6438,927151,199.37,184.85,1.40,Milhões
75.20,13.56,0.83,18.69,K,12.74,RRCI11,RB CAPITAL RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,35689733/0001-60,Geral,Renda,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,1.0,0.00,1767,481746,90.21,43.46,0.85,Milhões
350.00,0.00,0.92,3.38,K,-53.46,RBTS11,RB CAPITAL TFO SITUS FUNDO DE INVESTIMENTO IMOBILIÁRIO,29299737/0001-39,Investidor Qualificado,Híbridos,Outros,Fundo de desenvolvimento,Determinado,Ativa,0.12,0.00,136,56514,380.90,21.53,6.19,Milhões
40.18,14.01,0.62,54.38,K,18.26,RBRD11,RB CAPITAL RENDA II FUNDO DE INVESTIMENTO IMOBILIÁRIO,09006914/0001-34,Geral,Renda,Híbrido,Fundo de Tijolo,Indeterminado,Passiva,0.17,16.00,7582,1851775,64.84,120.07,0.50,Milhões
98.00,28.42,0.96,14.39,K,46.47,RCFF11,RBR DESENVOLVIMENTO COMERCIAL FEEDER FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO,35689670/0001-41,Investidor Qualificado,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de fundos,Determinado,Ativa,0.20,0.00,122,323189,102.42,33.10,3.55,Milhões
82.51,10.94,0.79,395.30,K,14.44,RBRL11,RBR LOG - FUNDO DE INVESTIMENTO IMOBILIÁRIO,35705463/0001-33,Geral,Híbridos,Logístico / Indústria / Galpões,Fundo de Tijolo,Indeterminado,Ativa,0.20,0.00,13143,6687024,104.84,701.05,0.75,Milhões
7.87,12.78,0.82,601.27,K,-1.38,RBRX11,FII RBR MULT,41088458/0001-21,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de fundos,Indeterminado,Ativa,,0.00,10970,29468648,9.65,284.42,0.09,Milhões
6.52,12.76,0.76,1.81,M,-2.54,RBRF11,RBR ALPHA MULTIESTRATÉGIA REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO,27529279/0001-51,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de fundos,Indeterminado,Ativa,0.20,0.00,118182,136807689,8.62,1.18,0.06,Bilhão
83.21,14.96,0.84,448.09,K,3.87,RPRI11,RBR Premium Recebíveis Imobiliários,42502842/0001-91,Geral,Títulos e valores mobiliários,Híbrido,Fundo de papel,Indeterminado,Ativa,1.60,0.00,4173,3471717,98.80,343.01,1.05,Milhões
101.97,12.50,1.00,280.00,K,5.59,RINV11,REAL INVESTOR FUNDO DE INVESTIMENTO IMOBILIÁRIO,44625612/0001-45,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Outro,Indeterminado,Ativa,1.00,0.00,3851,3279521,102.01,334.54,1.05,Milhões
8.71,7.92,0.90,2.93,K,6.48,RECM11,REC MULTIESTRATÉGIA - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,56430935/0001-62,Geral,Híbridos,Híbrido,Fundo de papel,Indeterminado,Ativa,,0.00,698,8400506,9.66,81.12,0.12,Milhões
81.79,7.37,0.77,29.67,K,21.40,RMAI11,REAG MULTI ATIVOS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,17374696/0001-19,Geral,Renda,Lajes Corporativas,Fundo de Tijolo,Indeterminado,Ativa,0.30,15.90,1071,2443789,106.58,260.45,0.54,Milhões
66.98,14.78,0.78,243.98,K,-8.36,RBHG11,RIO BRAVO CRÉDITO IMOBILIÁRIO HIGH GRADE FUNDO DE INVESTIMENTO IMOBILIÁRIO,30647758/0001-87,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de papel,Indeterminado,Ativa,1.00,0.00,8533,2167946,86.36,187.22,0.80,Milhões
47.35,12.95,0.79,267.32,K,-12.43,RBFF11,RIO BRAVO FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIARIO,17329029/0001-14,Geral,Títulos e valores mobiliários,Títulos e Valores Mobiliários,Fundo de fundos,Indeterminado,Ativa,0.80,0.00,26576,3749204,59.66,223.66,0.51,Milhões
208.01,4.74,0.30,23.74,K,-41.94,RBOP11,RIO BRAVO OPORTUNIDADES IMOBILIÁRIAS FII,13500306/0001-59,Geral,Renda,Outros,Outro,Indeterminado,Ativa,1.1,71.74,3101,101653,684.72,69.61,3.50,Milhões
