Papel,Segmento,Cotação,FFO Yield,Dividend Yield,P/VP,Valor de Mercado,Liquidez,Qtd de imóveis,Preço do m2,Aluguel por m2,Cap Rate,Vacância Média
VVRI11,Híbrido,77.58,9.46,12.49,0.83,62272100,136421,2,2356.80,42474.0,18.02,0.0
VXXV11,Outros,700.0,-0.78,0.0,1.14,193512000,129755,1,9238,340.0,3.68,90.0
WHGR11,Híbrido,8.79,12.99,13.43,0.9,271720000,362175,1,6125.26,0.0,0.0,0.0
WPLZ11,Shoppings,45.25,8.9,9.17,0.68,52942500,6622,1,1413.79,13909.0,9.84,10.22
WSEC11,Títulos e Val. Mob.,8.0,12.62,8.44,0.96,19652100,8591,0,000,0.0,0.0,0.0
WTSP11,Híbrido,56.0,23.54,19.86,0.67,69360000,379,1,5622.13,32576.0,5.79,4.14
XPCA11,Títulos e Val. Mob.,8.0,12.91,12.51,0.83,364185000,847311,0,000,0.0,0.0,0.0
XPCI11,Títulos e Val. Mob.,82.26,11.57,12.35,0.92,715790000,1432320,0,000,0.0,0.0,0.0
XPCM11,Lajes Corporativas,7.74,-12.31,0.0,0.29,18688800,25995,1,97132,2746.0,2.83,58.0
XPHT11,Hotel,123.0,3.07,0.0,1.78,1133880000,0,14,19789.30,69237.0,3.5,0.0
XPIN11,Outros,71.12,7.78,11.85,0.68,508538000,314918,81,1976.89,24213.0,12.25,6.01
XPLG11,Logística,99.79,8.04,9.54,0.93,3111050000,3026710,17,2977.31,25817.0,8.67,1.34
XPML11,Shoppings,102.9,9.79,10.63,0.88,5836570000,11112000,15,11849.60,1015.66,8.57,4.57
XPPR11,Outros,12.54,5.72,3.33,0.31,91744800,0,2,2498.33,42406.0,16.97,43.94
XPSF11,Títulos e Val. Mob.,6.06,13.87,12.83,0.78,262411000,357970,0,000,0.0,0.0,0.0
XTED11,Lajes Corporativas,8.82,9.73,0.0,0.61,87318000,0,4,3740.56,40888.0,10.93,0.0
YCHY11,Híbrido,1000.0,-5.29,0.0,9.89,4235040000,0,12,12634.40,9919.0,0.79,0.0
YUFI11,Residencial,59.5,3.73,2.88,1.3,29312700,0,38,85248,22302.0,26.16,0.0
ZAGH11,Híbrido,10.0,5.45,7.44,1.08,88916600,18970,1,2504.00,8100.0,3.23,0.0
ZAVC11,Títulos e Val. Mob.,9.19,12.36,16.38,0.91,32922400,16869,0,000,0.0,0.0,0.0
ZAVI11,Híbrido,89.3,17.5,15.07,0.66,104778000,66111,9,1431.00,22378.0,15.64,0.83
ZIFI11,Híbrido,527.0,-2.64,0.0,0.3,25024600,13081,0,000,0.0,0.0,0.0
