P/L,P/RECEITA_(PSR),P/VP,Dividend_Yield,PAYOUT,MARGEM_LÍQUIDA,MARGEM_BRUTA,MARGEM_EBIT,MARGEM_EBITDA,EV/EBIT,P/EBIT,P/ATIVO,P/CAP.GIRO,P/ATIVO_CIRC_LIQ,VPA,LPA,GIRO_ATIVOS,ROE,ROIC,ROA,PATRIMÔNIO_/_ATIVOS,PASSIVOS_/_ATIVOS,LIQUIDEZ_CORRENTE,CAGR_RECEITAS_5_ANOS,CAGR_LUCROS_5_ANOS,Papel,EV/EBITDA,P/EBITDA,DÍVIDA_LÍQUIDA_/_PATRIMÔNIO,DÍVIDA_LÍQUIDA_/_EBITDA,DÍVIDA_LÍQUIDA_/_EBIT,DÍVIDA_BRUTA_/_PATRIMÔNIO
6.52,0.86,1.87,8.85,57.56,13.18,24.73,16.33,18.24,7.04,5.26,0.82,3.43,-1.98,3.49,1.0,0.96,28.66,15.73,12.79,0.44,0.55,1.7,19.14,66.15,POMO3,6.3,4.71,0.34,0.85,0.95,0.78
41.54,0.35,0.42,0.16,6.89,0.84,33.81,14.5,23.47,6.09,2.41,0.16,1.05,-0.29,2.4,0.02,0.45,1.0,7.43,0.36,0.38,0.62,1.48,14.69,-32.57,ESPA3,3.76,1.49,0.64,2.28,3.69,0.88
-0.03,0.05,-0.05,0.0,0.0,-142.3,-3.27,-147.31,-121.76,-0.9,-0.03,0.03,-0.06,-0.03,-21.45,-30.95,0.62,-144.29,-456.64,-103.75,-0.62,1.75,0.24,-5.08,,SEQL3,-1.09,-0.04,-1.3,-1.05,-0.87,-1.33
4.83,8.18,0.49,9.51,45.82,169.3,97.66,241.43,244.41,6.98,3.39,0.27,12.97,-0.31,41.8,4.26,0.03,10.2,8.51,5.57,0.55,0.45,1.18,9.34,21.37,LOGG3,6.89,3.35,0.52,3.55,3.59,0.55
-3.13,5.46,-3.07,0.0,0.0,-174.27,5.26,-141.3,-129.81,-2.78,-3.86,1.28,-8.23,-1.91,-0.61,-0.6,0.23,-98.07,79.51,-43.63,-0.42,1.42,0.68,-17.49,,RCSL3,-3.02,-4.2,0.0,0.0,0.0,0.0
-3.86,1.45,0.57,0.0,0.0,-37.47,-10.99,13.16,48.52,37.64,11.0,0.14,-2.92,-0.16,2.04,-0.3,0.1,-14.86,1.82,-3.57,0.24,0.76,0.72,33.66,,RNEW4,10.21,2.98,1.38,7.16,26.4,1.51
14.99,0.86,1.06,2.34,33.29,5.76,33.15,7.23,11.12,11.97,11.95,0.66,2.33,-1.22,23.47,1.65,0.76,7.04,5.46,4.38,0.62,0.34,2.56,6.06,-6.01,MDIA3,7.78,7.76,0.0,0.02,0.03,0.29
4.73,1.66,0.96,5.4,19.03,34.97,56.21,38.83,47.13,5.67,4.26,0.46,10.65,-0.54,7.96,1.61,0.28,20.21,12.62,9.54,0.48,0.52,1.47,7.7,18.96,SAPR3,4.67,3.51,0.4,1.45,1.76,0.55
6.74,1.54,0.96,7.62,51.61,22.84,39.38,29.46,35.25,9.21,5.22,0.53,4.51,-0.77,21.13,3.01,0.34,14.27,9.34,7.79,0.55,0.45,1.58,10.96,22.82,AGRO3,7.7,4.37,0.73,3.33,3.99,0.77
-0.07,0.25,-0.02,0.0,0.0,-376.62,-31.37,-80.91,-63.93,-12.74,-0.31,0.08,-0.02,-0.11,-79.81,-24.24,0.33,-30.37,36.52,-122.93,-4.05,5.05,0.06,-34.51,,PMAM3,-16.12,-0.4,-0.81,-15.72,-12.42,-0.82
3.58,0.54,0.45,0.25,0.88,15.15,64.27,21.19,31.17,6.56,2.56,0.2,2.31,-0.24,19.44,2.46,0.37,12.68,3.41,5.57,0.44,0.56,2.15,,,VTRU3,4.46,1.74,0.71,2.72,4.0,0.93
107.36,15.31,27.92,1.68,152.12,14.26,57.23,20.07,23.41,76.84,76.29,16.29,37.33,-52.55,0.51,0.13,1.06,26.0,22.81,15.17,0.58,0.42,2.72,26.98,37.26,TFCO4,65.89,65.43,0.2,0.47,0.55,0.3
10.03,0.91,1.16,6.38,3.37,9.07,32.86,10.85,389.27,10.88,8.39,0.74,1.88,-2.01,4.18,0.48,0.81,11.59,7.93,7.36,0.64,0.36,2.67,8.64,-3.33,VITT3,0.3,0.23,0.35,0.07,2.49,0.37
-0.27,0.22,2.39,0.0,0.0,-81.51,10.79,-63.54,-55.58,-2.3,-0.34,0.13,-30.12,-0.21,1.79,-15.89,0.58,-889.48,-46.9,-46.89,0.05,0.95,0.99,-11.32,,AERI3,-2.63,-0.39,13.58,-2.24,-1.96,14.59
-4.67,0.04,0.18,0.0,0.0,-0.81,13.71,2.24,3.98,10.44,1.69,0.05,0.21,-0.12,59.72,-2.35,1.24,-3.94,3.44,-1.01,0.26,1.06,1.61,,,AMOB3,5.87,0.95,0.95,4.92,8.75,1.31
8.43,0.59,0.63,9.88,65.24,7.0,27.85,6.73,11.72,14.78,8.77,0.31,0.95,-0.76,13.11,0.98,0.52,7.48,4.33,3.68,0.49,0.51,2.17,6.05,-11.96,ROMI3,8.49,5.03,0.43,3.45,6.01,0.63
5.94,0.46,0.93,6.17,36.83,7.72,17.59,11.84,13.45,3.72,3.87,0.57,1.3,-1.66,9.15,1.43,1.25,15.64,13.4,9.85,0.62,0.38,3.06,15.28,2.14,DEXP3,3.28,3.41,-0.04,-0.13,-0.15,0.24
-3.92,0.45,2.25,0.0,0.0,-11.49,50.1,4.91,9.95,10.74,9.16,0.32,-1.73,-0.44,0.56,-0.32,0.7,-57.46,14.19,-8.08,0.14,0.86,0.6,-7.65,,AMAR3,5.31,4.53,0.39,0.78,1.58,0.42
9.49,1.1,2.33,9.19,84.83,11.55,27.93,13.55,19.43,9.08,8.09,0.85,3.9,-1.4,23.41,5.75,0.77,24.57,10.41,8.95,0.36,0.63,2.24,7.82,11.97,UNIP6,6.33,5.64,0.37,0.89,1.27,0.93
5.25,0.92,1.33,9.14,47.48,17.59,48.85,20.11,23.37,4.06,4.59,1.04,3.09,-2.05,7.01,1.77,1.12,25.25,23.4,19.72,0.78,0.22,3.09,22.16,27.73,CAMB3,3.5,3.95,-0.15,-0.45,-0.53,0.01
10.2,0.81,0.68,0.45,9.96,7.93,69.74,31.24,50.73,5.78,2.59,0.26,5.6,-0.32,11.85,0.79,0.32,6.69,10.78,2.81,0.38,0.61,1.37,,,DESK3,3.56,1.59,0.84,1.97,3.19,1.09
6.84,2.9,1.58,8.15,38.26,42.41,63.47,73.57,74.26,7.17,3.94,0.55,8.03,-0.64,7.06,1.63,0.19,23.08,15.54,8.01,0.35,0.65,1.85,2.2,-5.73,TAEE4,7.11,3.91,1.3,3.2,3.23,1.4
7.41,13.74,1.31,8.6,70.89,185.53,28.63,207.75,222.59,6.83,6.61,1.02,18.74,-1.14,7.82,1.38,0.07,17.71,17.51,13.91,0.78,0.18,1.97,6.88,15.94,ITSA3,6.38,6.17,0.04,0.21,0.22,0.13
6.14,1.06,1.54,12.8,76.79,17.25,19.8,23.79,27.26,4.65,4.45,0.67,49.54,-0.89,9.75,2.45,0.64,25.09,17.6,10.96,0.44,0.56,1.06,9.99,19.58,CMIG3,4.06,3.89,0.38,0.95,1.09,0.55
8.16,0.19,0.29,3.38,55.59,2.36,19.9,1.87,6.83,15.35,10.29,0.17,1.04,-0.29,12.87,0.45,0.9,3.49,-0.8,2.13,0.61,0.39,1.72,11.52,-29.41,ETER3,4.2,2.82,0.14,1.39,5.06,0.17
-0.89,0.28,0.32,0.0,0.0,-31.51,-8.15,-21.52,-19.95,-6.15,-1.3,0.1,3.74,-0.15,5.14,-1.84,0.34,-35.79,-10.77,-11.02,0.3,0.69,1.08,18.95,,TCSA3,-6.63,-1.41,1.18,-5.23,-4.85,1.57
9.96,2.62,0.73,3.89,66.23,26.33,63.86,53.76,68.83,13.02,4.88,0.39,2.91,-0.52,3.44,0.25,0.15,7.29,7.55,3.96,0.54,0.46,2.16,11.33,11.9,IGTI3,10.17,3.81,0.42,2.22,2.84,0.81
9.96,2.62,0.73,3.89,66.23,26.33,63.86,53.76,68.83,13.02,4.88,0.39,2.91,-0.52,3.44,0.25,0.15,7.29,7.55,3.96,0.54,0.46,2.16,11.33,11.9,IGTI3,10.17,3.81,0.42,2.22,2.84,0.81
7.57,0.63,0.76,6.57,48.86,8.27,36.44,11.31,0.0,5.82,5.54,0.08,-0.11,-0.1,16.31,1.65,0.12,10.09,10.85,1.01,0.1,0.95,0.24,19.14,-1.49,SANB3,,,,,,
8.36,0.69,0.84,6.61,48.86,8.27,36.44,11.31,0.0,5.82,6.11,0.08,-0.13,-0.11,16.31,1.65,0.12,10.09,10.85,1.01,0.1,0.95,0.24,19.14,-1.49,SANB4,,,,,,
10.13,1.03,0.94,5.17,51.94,10.21,80.88,21.98,31.4,2.98,4.7,0.51,4.64,-0.73,1.52,0.14,0.49,9.25,14.63,8.05,0.54,0.45,1.56,3.98,20.55,LPSB3,2.08,3.29,-0.34,-1.21,-1.72,0.0
4.98,,0.67,12.44,66.13,0.0,0.0,0.0,0.0,4.92,5.25,0.66,9.86,-0.72,22.05,2.97,0.0,13.47,12.75,13.27,0.99,0.01,5.83,-100.0,-4.47,BRAP3,4.92,5.25,-0.08,-0.64,-0.64,0.0
-40.71,0.39,1.84,0.0,0.0,-0.95,33.2,13.58,24.84,6.81,2.86,0.26,-2.21,-0.31,1.59,-0.07,0.67,-4.51,15.6,0.13,0.14,0.85,0.58,20.36,,ALPK3,3.72,1.56,2.55,2.16,3.96,3.04
7.14,0.49,2.33,18.59,124.4,6.8,18.11,7.43,8.79,4.54,6.53,0.64,15.06,-2.04,1.82,0.6,1.31,32.67,20.63,8.92,0.27,0.73,1.07,7.3,4.68,WHRL4,3.84,5.52,-0.64,-1.52,-1.8,0.41
9.08,5.66,4.73,0.0,0.0,62.35,93.46,3.17,6.06,186.3,178.48,3.39,11.09,-5.27,0.78,0.4,0.6,52.13,-47.53,39.44,0.72,0.23,6.84,0.05,10.55,FICT3,97.48,93.39,-0.2,-3.92,-7.5,0.0
6.82,2.89,1.57,8.23,38.26,42.41,63.47,73.57,74.26,7.17,3.93,0.55,8.0,-0.64,7.06,1.63,0.19,23.08,15.54,8.01,0.35,0.65,1.85,2.2,-5.73,TAEE3,7.11,3.9,1.3,3.2,3.23,1.4
15.29,3.34,0.69,0.0,0.0,21.86,83.42,-44.59,-36.29,3.31,-7.49,0.65,0.71,-26.62,5.77,0.26,0.19,4.53,-9.87,4.25,0.94,0.06,16.47,7.81,,REAG3,4.06,-9.21,-1.0,13.27,10.8,0.0
6.58,0.53,0.6,4.36,28.48,8.13,34.04,14.02,17.5,5.35,3.81,0.33,1.61,-0.54,28.64,2.6,0.61,9.07,9.55,4.96,0.55,0.45,2.06,10.5,10.79,EUCA4,4.29,3.05,0.22,1.13,1.41,0.4
-96.67,3.16,16.52,0.0,0.0,-3.26,19.34,17.75,28.64,22.89,17.78,1.27,4.38,-2.27,7.88,-1.35,0.4,-17.09,9.18,-0.79,0.08,0.86,2.88,57.9,,AMBP3,14.18,11.02,4.75,3.17,5.11,8.5
-3.96,1.49,0.59,0.0,0.0,-37.47,-10.99,13.16,48.52,37.64,11.29,0.14,-2.99,-0.16,2.04,-0.3,0.1,-14.86,1.82,-3.57,0.24,0.76,0.72,33.66,,RNEW3,10.21,3.06,1.38,7.16,26.4,1.51
-0.15,0.03,-0.03,0.0,0.0,-17.66,-13.74,-20.96,-20.42,-0.1,-0.12,0.02,-0.08,-0.43,-102.21,-19.82,0.84,-19.39,23.02,-14.77,-0.76,1.76,0.78,38.41,,RPMG3,-0.1,-0.13,0.01,0.03,0.03,0.0
9.77,0.11,0.27,0.0,0.0,1.11,30.38,2.82,5.52,4.31,3.85,0.13,5.78,-0.19,17.72,0.49,1.23,2.78,6.3,1.36,0.49,0.51,1.08,17.48,190.8,DMVF3,2.2,1.97,0.03,0.23,0.46,0.07
-0.78,0.09,-1.71,0.0,0.0,-11.75,7.72,-1.19,5.03,-46.06,-7.7,0.08,0.88,-0.12,-5.31,-11.64,0.83,-219.0,-12.82,-10.51,-0.04,1.04,1.32,6.16,,BRKM3,10.89,1.82,-8.52,9.09,-38.46,-11.6
4.82,0.23,372.55,0.0,0.0,4.73,41.02,13.83,15.6,2.65,1.65,0.38,-20.83,-0.83,0.0,0.28,1.67,7.721.40,49.19,7.9,0.0,1.0,0.97,5.97,12.75,BOBR4,2.35,1.46,277.35,1.09,1.23,400.27
-5.89,0.25,0.64,0.0,0.0,-4.27,33.58,2.77,10.4,30.1,9.08,0.11,0.29,-0.35,1.55,-0.17,0.45,-10.83,1.83,-1.94,0.18,0.82,2.4,13.06,,PDTC3,8.02,2.42,1.48,5.6,21.02,2.59
9.3,0.45,0.54,4.36,39.67,4.8,12.8,8.98,13.83,6.65,4.97,0.36,1.52,-0.57,27.62,1.61,0.8,5.84,7.32,3.86,0.65,0.34,2.64,9.25,6.71,GGBR3,4.32,3.23,0.14,0.81,1.25,0.26
3.18,0.51,0.89,4.76,13.22,16.13,29.1,20.74,41.65,3.4,2.47,0.47,5.06,-0.82,14.98,4.21,0.91,28.11,23.16,14.7,0.52,0.48,1.27,18.47,30.29,EALT4,1.69,1.23,0.29,0.4,0.81,0.32
8.44,0.14,0.48,3.64,30.25,1.64,12.8,8.95,13.76,2.79,1.54,0.11,0.47,-0.18,19.58,1.12,0.8,5.74,15.14,3.87,0.23,0.34,2.64,9.25,6.79,GOAU3,1.82,1.01,0.39,0.81,1.25,0.75
7.97,1.26,1.47,6.45,51.61,15.78,42.13,22.26,32.99,5.53,5.65,1.03,16.63,-1.45,11.83,2.19,0.82,18.48,16.91,12.9,0.7,0.3,1.27,4.86,14.33,CSUD3,3.74,3.81,-0.03,-0.08,-0.12,0.13
6.24,0.95,0.97,3.91,24.15,15.17,54.67,16.13,19.3,6.06,5.87,0.58,1.26,-1.73,6.37,0.99,0.61,15.53,9.81,9.25,0.6,0.4,3.2,11.32,,TECN3,5.06,4.91,0.03,0.15,0.18,0.25
-7.48,0.85,0.52,0.0,0.0,-11.31,58.7,-14.88,5.75,-2.75,-5.69,0.39,1.77,-0.61,49.01,-3.41,0.46,-6.96,-9.88,-5.22,0.75,0.25,2.54,5.32,,NGRD3,7.12,14.71,-0.27,-7.58,2.93,0.04
-1.43,0.48,0.42,0.0,0.0,-33.56,19.9,15.07,19.8,14.3,3.19,0.1,3.17,-0.14,2.77,-0.82,0.21,-29.49,2.37,-7.09,0.24,0.76,1.13,14.31,,LUPA3,10.89,2.42,1.47,8.46,11.11,1.49
-7.82,0.44,0.51,0.0,0.0,-5.65,27.98,10.49,18.24,8.38,4.21,0.19,-43.51,-0.26,9.09,-0.59,0.43,-6.53,6.97,-1.94,0.38,0.61,0.98,6.01,,AALR3,4.82,2.42,0.51,2.4,4.17,0.62
9.3,0.45,0.56,3.56,14.21,4.85,34.96,9.47,12.4,7.94,4.76,0.28,1.18,-0.66,10.01,0.6,0.62,6.01,6.87,3.01,0.5,0.5,1.7,-2.37,-21.97,TASA3,6.07,3.64,0.42,2.75,3.6,0.59
8.6,0.38,0.64,4.83,35.13,4.38,17.55,13.41,21.47,7.08,2.81,0.22,-1.47,-0.28,44.01,3.25,0.58,7.4,10.88,2.56,0.35,0.65,0.57,8.58,7.91,COCE5,4.42,1.76,1.03,2.85,4.56,1.07
6.94,0.74,1.41,5.31,36.25,10.73,24.92,17.38,23.04,8.45,4.29,0.32,5.08,-0.42,7.86,1.6,0.44,20.36,10.24,5.78,0.23,0.71,1.38,10.93,23.01,ENGI3,6.37,3.23,1.56,3.57,4.73,2.04
21.44,0.38,0.49,13.16,284.26,1.79,37.7,-2.82,4.66,-22.27,-13.58,0.23,3.13,-0.34,2.82,0.06,0.61,2.26,-4.75,1.08,0.48,0.52,1.3,9.46,-22.22,UCAS3,13.47,8.22,0.31,5.25,-8.68,0.59
5.87,0.12,0.4,18.69,146.33,2.08,12.0,3.42,4.4,4.33,3.58,0.19,0.58,-0.65,17.03,1.17,1.54,6.9,7.69,3.22,0.47,0.53,1.86,2.33,-8.01,ALLD3,3.36,2.78,0.09,0.59,0.75,0.3
98.44,14.13,1.43,0.66,65.63,14.35,93.7,31.99,36.42,48.28,44.16,1.09,-70.41,-1.17,7.58,0.11,0.08,1.46,2.69,1.11,0.76,0.24,0.8,,,LAND3,42.41,38.79,0.13,3.62,4.12,0.14
-0.23,0.05,-0.21,0.0,0.0,-20.93,3.54,-4.51,-3.35,-0.13,-1.09,0.08,-0.54,-0.27,-20.19,-17.66,1.56,-87.44,43.71,-32.74,-0.37,1.37,0.83,15.46,,FHER3,-0.17,-1.46,0.18,1.29,0.96,-0.02
124.95,1.54,0.47,0.0,0.0,1.23,-41.13,19.12,80.01,-2.57,8.05,0.17,0.43,-0.32,15.68,0.06,0.11,0.38,5.53,0.13,0.36,0.64,6.45,11.03,,TELB4,-0.61,1.92,-0.88,-3.6,-15.07,0.01
-0.57,0.29,0.34,0.0,0.0,-50.6,16.85,-6.58,-2.73,-1.42,-4.35,0.11,0.71,-0.26,19.07,-11.56,0.39,-60.6,-9.08,-19.25,0.32,0.67,1.37,30.94,,SHOW3,-3.41,-10.46,-0.23,7.04,2.93,0.54
3.22,0.76,0.59,11.29,36.44,23.65,10.24,25.41,0.0,2.96,3.0,0.07,0.54,-0.11,119.36,21.99,0.09,18.42,19.66,2.17,0.12,0.86,1.56,40.54,35.94,BAZA3,,,-0.01,,-0.04,0.0
-3.27,6.76,1.5,0.0,0.0,-206.52,29.79,-208.33,-178.59,-2.95,-3.25,1.37,6.37,-1.93,4.67,-2.14,0.2,-45.9,-46.61,-42.02,0.91,0.09,4.05,,,TRAD3,-3.44,-3.79,-0.14,0.35,0.3,0.01
8.33,2.23,1.11,3.06,24.91,26.72,71.15,71.29,75.47,6.31,3.12,0.3,2.75,-0.38,8.61,1.14,0.14,13.26,13.78,6.23,0.27,0.61,2.15,-7.18,-1.13,ALUP4,5.96,2.95,1.05,2.8,2.97,1.48
-0.34,17.83,-0.05,0.0,0.0,-5.286.12,-48.0,-2.009.38,-1.838.21,-11.32,-0.89,0.08,-0.07,-0.09,-32.49,-5.22,0.0,-16.05,17.05,-25.38,-1.55,2.55,0.08,8.56,,INEP3,-12.37,-0.97,-0.64,-11.46,-10.48,-0.64
0.18,1.54,-0.17,0.0,0.0,847.38,-103.32,-68.99,-24.65,-8.76,-2.24,0.13,-1.12,-0.18,-44.41,42.57,0.08,-95.87,34.45,71.55,-0.75,1.74,0.7,-29.14,,OIBR4,-24.52,-6.26,-0.67,-24.08,-8.61,-0.77
7.16,0.27,0.35,5.25,38.32,3.81,27.19,8.17,31.81,1.23,3.34,0.15,0.73,-0.3,10.25,0.5,0.56,4.84,8.06,2.13,0.44,0.56,1.76,,,LVTC3,0.32,0.86,-0.22,-0.54,-2.1,0.0
8.65,0.13,0.2,5.79,50.25,1.53,35.69,21.78,33.19,5.11,0.61,0.06,-0.15,-0.07,20.07,0.46,0.48,2.29,11.15,0.64,0.32,0.67,0.13,6.34,-36.55,TPIS3,3.35,0.4,1.46,2.96,4.5,1.54
5.21,0.73,0.57,11.86,52.09,14.07,52.2,10.2,14.24,4.51,7.19,0.41,1.5,-0.74,47.17,5.16,0.55,10.93,6.33,7.79,0.71,0.29,2.52,10.34,7.84,CGRA4,3.23,5.15,-0.22,-1.96,-2.74,0.0
7.33,0.21,0.96,0.0,0.0,2.88,17.76,7.08,7.48,3.75,2.98,0.37,1.17,-1.28,3.22,0.42,1.76,13.17,19.61,5.07,0.38,0.62,1.81,21.02,10.29,NUTR3,3.56,2.82,0.25,0.73,0.78,0.31
5.67,0.58,1.17,6.08,34.3,10.23,32.29,14.88,0.0,3.9,3.9,0.07,0.47,-0.09,7.23,1.5,0.12,20.68,20.68,1.24,0.06,0.99,3.85,23.8,15.32,BEES3,,,,,,
-36.1,2.26,0.68,9.79,-349.74,-6.27,40.6,20.99,32.86,21.04,10.79,0.38,2.01,-0.5,26.57,-0.5,0.17,-1.88,2.74,10.79,0.56,0.44,3.95,6.24,27.32,SCAR3,13.44,6.89,0.64,6.55,10.25,0.76
9.97,1.0,4.12,10.49,123.52,10.08,27.89,22.83,27.18,7.33,4.4,0.78,15.5,-1.06,12.04,4.98,0.78,41.32,18.59,7.84,0.19,0.81,1.24,6.96,10.24,EKTR4,6.16,3.7,2.92,2.62,3.12,3.18
-0.04,0.03,-0.05,0.0,0.0,-86.99,-4.18,-59.21,-52.53,-0.68,-0.05,0.03,-0.03,-0.06,-118.43,-172.09,0.96,-145.31,433.24,-84.39,-0.58,1.58,0.33,-3.15,,AGXY3,-0.77,-0.06,-0.62,-0.71,-0.63,-0.75
-0.27,14.19,-0.04,0.0,0.0,-5.286.12,-48.0,-2.009.38,-1.838.21,-11.32,-0.71,0.07,-0.05,-0.07,-32.49,-5.22,0.0,-16.05,17.05,-25.38,-1.55,2.55,0.08,8.56,,INEP4,-12.37,-0.77,-0.64,-11.46,-10.48,-0.64
9.19,2.46,1.22,2.75,24.91,26.72,71.15,71.29,75.47,6.31,3.44,0.33,3.03,-0.42,8.61,1.14,0.14,13.26,13.78,6.23,0.27,0.61,2.15,-7.18,-1.13,ALUP3,5.96,3.25,1.05,2.8,2.97,1.48
-12.58,6.27,3.6,0.0,0.0,-49.89,11.63,-53.18,-45.38,-11.83,-11.8,2.02,6.53,-4.01,1.98,-0.57,0.32,-28.61,-181.15,-16.04,0.56,0.44,2.64,19.66,,BIOM3,-13.87,-13.83,0.01,-0.04,-0.03,0.46
6.21,0.36,0.77,1.49,14.93,5.79,29.01,8.8,0.0,3.89,4.09,0.04,0.05,-0.46,10.63,1.31,0.12,12.34,14.38,0.69,0.06,0.03,33.36,27.93,1.15,BSLI3,,,-0.04,,-0.23,0.0
-9.13,9.59,1.24,40.21,-418.47,-105.05,13.91,-51.42,-37.95,-14.69,-18.65,0.98,4.22,-1.31,3.68,-0.5,0.1,-13.56,-20.02,-10.73,0.79,0.21,13.71,-56.52,,EPAR3,-19.9,-25.27,-0.26,5.37,3.96,0.0
-70.54,0.59,0.64,0.02,-1.69,-0.83,63.27,7.69,19.32,11.05,7.62,0.4,4.69,-0.57,9.03,-0.08,0.69,-0.91,6.33,-0.57,0.63,0.37,1.41,13.53,,VSTE3,4.4,3.03,0.29,1.37,3.43,0.33
5.69,0.58,1.18,6.11,34.3,10.23,32.29,14.88,0.0,3.9,3.91,0.07,0.47,-0.09,7.23,1.5,0.12,20.68,20.68,1.24,0.06,0.99,3.85,23.8,15.32,BEES4,,,,,,
5.83,0.27,0.42,5.86,33.74,4.69,14.84,6.42,11.24,8.32,4.26,0.21,0.62,-0.48,11.03,0.8,0.77,7.28,5.75,4.53,0.5,0.5,2.56,7.95,11.66,PTNT4,4.75,2.43,0.27,1.53,2.68,0.73
-0.71,0.28,0.22,0.0,0.0,-39.35,29.89,-34.81,-34.67,-0.83,-0.8,0.11,0.64,-0.2,3.71,-1.16,0.4,-31.2,-24.66,-14.51,0.51,0.47,1.71,20.7,,VIVR3,-0.83,-0.8,0.01,-0.03,-0.03,0.15
8.21,2.28,1.68,1.73,26.93,27.8,20.14,30.51,0.0,14.07,7.48,0.2,-14.19,-1.5,5.2,1.06,0.09,20.45,22.18,2.45,0.12,0.88,0.98,27.22,30.1,BPAC5,,,,,,
7.07,0.18,0.73,3.77,42.37,2.54,26.63,9.86,12.85,7.32,1.82,0.12,0.45,-0.27,9.43,0.97,0.69,10.27,8.31,3.2,0.17,0.76,2.06,18.57,-7.02,RAPT3,5.62,1.4,2.2,4.22,5.51,2.93
8.5,0.63,2.09,3.15,47.09,7.37,48.47,3.04,0.0,18.0,20.6,0.15,-1.39,-0.64,18.14,4.46,0.23,24.59,9.11,1.76,0.07,0.93,0.88,23.2,25.84,BMEB4,,,,,,
6.43,0.37,0.79,1.59,14.93,5.79,29.01,8.8,0.0,3.89,4.23,0.04,0.05,-0.48,10.63,1.31,0.12,12.34,14.38,0.69,0.06,0.03,33.36,27.93,1.15,BSLI4,,,-0.04,,-0.23,0.0
-9.4,0.42,-0.28,0.0,0.0,-4.48,81.88,2.95,20.73,11.85,14.27,0.36,-0.31,-0.56,-18.62,-0.55,0.86,-2.94,-1.27,-3.86,-1.31,2.31,0.23,,,DOTZ3,1.69,2.03,0.05,-0.35,-2.42,-0.23
37.89,0.95,2.69,0.0,0.0,2.51,15.78,12.73,22.77,11.16,7.47,0.69,25.77,-0.94,9.45,0.67,0.73,7.1,11.46,1.82,0.26,0.74,1.11,20.49,40.7,LOGN3,6.24,4.18,1.33,2.06,3.69,1.66
7.17,1.08,1.67,3.27,21.14,15.12,41.05,21.75,23.5,1.58,4.98,1.01,2.87,-2.32,41.32,9.66,0.93,23.37,21.53,14.07,0.6,0.4,2.65,14.71,,RSUL4,1.47,4.61,-0.16,-0.43,-0.46,0.06
211.07,2.6,0.8,0.0,0.0,1.23,-41.13,19.12,80.01,-2.57,13.6,0.28,0.72,-0.53,15.68,0.06,0.11,0.38,5.53,0.13,0.36,0.64,6.45,11.03,,TELB3,-0.61,3.25,-0.88,-3.6,-15.07,0.01
-0.01,0.12,0.0,0.0,0.0,-2.010.93,99.31,-1.412.27,-1.393.09,-7.08,-0.01,0.01,-0.01,-0.01,-2.750.14,-442.56,0.05,-16.09,74.98,-116.76,-6.22,7.21,0.01,47.18,,OSXB3,-7.18,-0.01,-0.8,-7.17,-7.07,-0.8
5.45,0.58,1.11,6.87,36.25,10.73,24.92,17.38,23.04,8.45,3.36,0.25,3.98,-0.33,7.86,1.6,0.44,20.36,10.24,5.78,0.23,0.71,1.38,10.93,23.01,ENGI4,6.37,2.54,1.56,3.57,4.73,2.04
-0.08,0.08,-0.48,0.0,0.0,-104.72,-23.76,-84.38,-76.84,-1.49,-0.1,0.02,0.06,-0.28,-3.18,-19.35,0.28,-608.31,-86.72,-29.21,-0.05,1.17,1.76,51.02,,JFEN3,-1.64,-0.11,-6.84,-1.53,-1.39,-6.97
6.14,0.26,0.45,9.39,58.41,4.3,31.86,4.41,0.0,5.84,5.98,0.03,8.22,-0.03,25.84,1.88,0.12,7.26,7.26,0.51,0.07,0.93,1.33,16.76,1.07,BRSR3,,,,,,
6.83,0.46,2.23,17.95,124.4,6.8,18.11,7.43,8.79,4.54,6.25,0.61,14.42,-1.96,1.82,0.6,1.31,32.67,20.63,8.92,0.27,0.73,1.07,7.3,4.68,WHRL3,3.84,5.29,-0.64,-1.52,-1.8,0.41
6.35,1.1,2.29,11.85,86.75,17.37,31.06,22.79,26.56,6.53,4.84,0.71,8.33,-1.06,2.43,0.88,0.65,36.01,18.99,11.21,0.31,0.69,1.35,13.7,21.96,EQPA3,5.61,4.15,0.8,1.45,1.69,1.27
-2.06,0.25,0.18,0.0,0.0,-12.23,40.08,-19.65,-8.72,1.9,-1.28,0.13,0.26,-0.32,19.98,-1.77,0.54,-8.86,-14.44,-6.55,0.74,0.26,9.33,-8.0,,WEST3,4.28,-2.89,-0.45,7.17,3.18,0.05
-28.68,0.49,-3.86,0.0,0.0,-1.7,37.79,22.46,22.69,4.99,2.17,0.24,-3.8,-0.4,-0.45,-0.06,0.5,-13.47,22.28,0.69,-0.06,1.04,0.86,30.73,,AVLL3,4.94,2.15,-5.01,2.79,2.82,-7.67
5.55,0.37,1.06,9.17,16.68,6.67,17.23,11.83,15.04,5.69,3.13,0.3,4.37,-0.45,100.17,19.09,0.82,19.06,13.06,5.48,0.29,0.71,1.28,4.49,7.26,CLSC4,4.48,2.46,0.9,2.09,2.65,1.09
7.99,3.69,1.29,9.87,82.11,46.17,53.68,59.7,60.82,3.33,6.18,0.94,1.84,-2.2,15.47,2.5,0.26,16.18,15.92,15.38,0.73,0.1,9.39,-22.86,-12.75,CEBR5,3.27,6.06,-0.61,-2.87,-2.92,0.0
