Papel,Segmento,Cotação,FFO Yield,Dividend Yield,P/VP,Valor de Mercado,Liquidez,Qtd de imóveis,Preço do m2,Aluguel por m2,Cap Rate,Vacância Média
VRTA11,Títulos e Val. Mob.,81.8,12.44,12.21,0.96,1275460000,1504640,0,000,0.0,0.0,0.0
VRTM11,Híbrido,7.08,10.09,15.14,0.76,332556000,453755,24,4414.63,0.0,0.0,0.0
VSEC11,Títulos e Val. Mob.,0.21,700.84,0.0,0.7,13174,0,0,000,0.0,0.0,0.0
VSHO11,Shoppings,69.97,12.38,11.11,0.67,146853000,22617,3,1645.67,38608.0,23.46,10.21
VSLH11,Outros,2.92,9.51,14.58,0.29,87203100,144114,0,000,0.0,0.0,0.0
VTLT11,Logística,89.76,12.71,12.54,0.86,189842000,109122,1,73368,10720.0,14.61,0.0
VTPL11,Híbrido,72.1,-0.73,0.0,0.72,99948000,2,1,2750.93,0.0,0.0,0.0
VVCR11,Títulos e Val. Mob.,10.18,10.49,11.47,0.99,76434800,51140,0,000,0.0,0.0,0.0
VVMR11,Híbrido,82.79,3.79,7.69,0.77,233731000,1296490,5,6644.49,54460.0,8.2,2.83
VVPR11,Híbrido,101.5,8.99,0.0,1.04,234036000,0,6,5334.39,52670.0,9.87,0.0
VVRI11,Híbrido,83.74,8.77,11.56,0.87,67216700,110287,2,2485.23,42474.0,17.09,0.0
VXXV11,Outros,700.0,-0.78,0.0,2.25,193512000,904205,1,18215,340.0,1.87,90.0
WHGR11,Híbrido,8.83,12.93,13.37,0.92,272956000,355922,1,6758.09,0.0,0.0,0.0
WPLZ11,Shoppings,47.81,8.42,8.23,0.72,55937700,4874,1,1481.03,13909.0,9.39,10.22
WSEC11,Títulos e Val. Mob.,6.65,15.46,11.51,0.82,16335800,4309,0,000,0.0,0.0,0.0
WTSP11,Híbrido,54.99,23.98,20.33,0.65,68109100,351,1,5508.84,32576.0,5.91,4.14
XPCA11,Títulos e Val. Mob.,7.98,12.94,12.3,0.83,363274000,902099,0,000,0.0,0.0,0.0
XPCI11,Títulos e Val. Mob.,81.01,11.74,12.54,0.92,704913000,1294010,0,000,0.0,0.0,0.0
XPCM11,Lajes Corporativas,7.27,-13.11,0.0,0.27,17553900,26236,1,90125,2746.0,3.05,58.0
XPHT11,Hotel,123.0,3.07,0.0,1.78,1133880000,0,14,19789.30,69237.0,3.5,0.0
XPIN11,Outros,70.0,7.91,12.04,0.68,500530000,337544,81,1963.48,24213.0,12.33,6.01
XPLG11,Logística,100.0,8.02,9.48,0.93,3117590000,3134490,17,2951.75,25817.0,8.75,1.34
XPML11,Shoppings,103.2,9.76,10.6,0.88,5853590000,11296400,15,11882.70,1015.66,8.55,4.57
XPPR11,Outros,12.54,5.72,3.89,0.31,91744800,0,2,2523.50,42406.0,16.8,43.94
XPSF11,Títulos e Val. Mob.,6.1,13.78,12.91,0.79,264143000,348893,0,000,0.0,0.0,0.0
XTED11,Lajes Corporativas,8.82,9.73,0.0,0.61,87318000,0,4,3759.56,40888.0,10.88,0.0
YCHY11,Híbrido,1000.0,-5.29,0.0,9.89,4235040000,0,12,12634.40,9919.0,0.79,0.0
YUFI11,Residencial,59.5,3.73,3.4,0.79,29312700,0,38,52068,22302.0,42.83,0.0
ZAGH11,Híbrido,10.31,5.29,7.1,1.1,91673000,19081,1,2552.43,8100.0,3.17,0.0
ZAVC11,Títulos e Val. Mob.,8.8,14.92,16.78,0.88,27256700,10254,0,000,0.0,0.0,0.0
ZAVI11,Híbrido,90.58,17.25,14.75,0.7,106280000,48857,9,1468.29,22378.0,15.24,0.83
ZIFI11,Híbrido,529.0,-2.63,0.0,0.3,25119600,14399,0,000,0.0,0.0,0.0
