p_l,p_receita_psr,p_vp,dy,payout,margem_líquida,margem_bruta,margem_ebit,margem_ebitda,ev_ebit,p_ebit,p_ativo,p_capgiro,p_ativo_circ_liq,vpa,lpa,giro_ativos,roe,roic,roa,patrimônio___ativos,passivos___ativos,liquidez_corrente,cagr_receitas_5_anos,cagr_lucros_5_anos,papel,ev_ebitda,p_ebitda,dívida_líquida___patrimônio,dívida_líquida___ebitda,dívida_líquida___ebit,dívida_bruta___patrimônio
9.29,0.79,1.13,7.17,63.65,8.45,30.41,7.36,0.00,9.87,10.67,0.09,0.71,0.48,16.58,2.01,0.11,12.14,8.85,0.98,0.08,0.92,1.19,25.87,5.47,bbdc4,,,,,,
108.10,1.48,1.45,0.00,0.00,1.37,34.40,24.27,39.51,14.32,6.09,0.39,48.44,0.46,8.64,0.12,0.26,1.35,6.88,0.37,0.27,0.73,1.06,37.02,6.36,srna3,8.80,3.74,1.96,5.06,8.23,2.15
7.18,0.77,2.36,2.46,5.43,10.69,29.38,11.13,13.15,7.96,6.90,0.48,1.50,1.26,9.58,3.14,0.62,32.79,15.52,6.45,0.20,0.80,2.03,9.66,13.55,tend3,6.74,5.84,0.36,0.90,1.07,1.01
11.84,0.16,0.82,6.34,74.87,1.38,32.00,5.40,9.07,5.17,3.04,0.25,1.26,0.57,4.90,0.34,1.54,6.93,14.90,2.14,0.31,0.69,1.57,15.78,15.58,pgmn3,3.08,1.81,0.58,1.27,2.13,0.61
12.37,1.10,2.23,5.81,72.59,8.89,38.34,23.31,36.72,10.09,4.72,0.37,2.61,0.50,1.66,0.30,0.33,18.06,9.40,3.30,0.16,0.76,2.12,11.72,,klbn3,6.40,2.99,2.55,3.42,5.38,3.50
3.88,0.04,0.22,0.00,0.00,1.10,14.15,2.08,3.96,13.49,2.05,0.06,0.26,0.13,59.15,3.37,1.34,5.70,4.22,1.48,0.26,0.74,1.63,,,amob3,7.07,1.08,1.23,5.99,11.43,1.35
9.87,0.85,1.14,4.77,22.60,8.64,32.49,10.41,389.38,9.95,8.19,0.75,2.08,1.80,4.00,0.46,0.88,11.52,8.23,7.58,0.66,0.34,2.63,8.61,4.28,vitt3,0.27,0.22,0.25,0.05,1.77,0.35
9.62,1.35,2.72,12.85,120.43,14.07,29.43,18.38,24.21,8.05,7.36,1.01,3.76,1.71,24.83,7.03,0.75,28.31,13.19,10.53,0.37,0.62,2.96,7.89,16.47,unip6,6.11,5.59,0.38,0.77,1.02,1.00
9.52,0.38,2.01,0.00,0.00,4.03,51.34,12.16,17.31,6.77,3.16,0.29,1.38,0.39,0.56,0.12,0.75,21.06,18.95,3.02,0.14,0.86,0.56,6.72,,amar3,4.75,2.22,2.29,2.53,3.61,2.33
5.20,0.39,0.85,6.60,34.87,7.56,16.76,11.44,12.96,3.48,3.44,0.54,1.18,1.53,9.28,1.51,1.38,16.28,13.81,10.47,0.64,0.36,3.52,17.03,2.80,dexp3,3.07,3.03,0.01,0.03,0.04,0.23
7.89,0.54,0.61,9.25,79.79,6.89,27.12,6.38,11.25,15.37,8.53,0.29,0.95,0.73,13.19,1.03,0.54,7.79,3.88,3.73,0.48,0.52,2.07,7.39,11.28,romi3,8.71,4.83,0.49,3.88,6.84,0.66
5.93,0.99,1.26,10.17,60.22,16.77,48.58,18.02,21.55,4.65,5.52,0.99,2.85,2.04,7.35,1.56,0.99,21.24,19.31,16.65,0.78,0.22,3.04,20.26,24.55,camb3,3.89,4.61,0.20,0.72,0.87,0.01
24.85,1.55,1.32,0.24,12.26,6.23,68.37,30.18,48.49,8.26,5.13,0.50,13.73,0.60,12.13,0.64,0.32,5.31,11.61,2.18,0.38,0.62,1.26,,,desk3,5.14,3.19,0.80,1.95,3.13,1.06
7.66,3.18,1.80,7.49,46.48,41.44,61.77,70.52,71.26,7.61,4.50,0.64,22.41,0.75,7.37,1.73,0.20,23.53,15.95,8.33,0.35,0.65,1.24,3.95,4.57,taee3,7.53,4.46,1.24,3.06,3.09,1.35
3.03,0.45,0.79,5.41,18.00,14.73,26.60,17.82,38.47,3.45,2.50,0.42,6.82,0.70,14.78,3.86,0.93,26.11,21.36,13.77,0.53,0.47,1.18,18.54,28.03,ealt4,1.60,1.16,0.26,0.38,0.82,0.29
8.00,1.25,1.48,6.31,50.02,15.58,41.64,20.82,31.31,5.58,5.99,1.01,16.49,1.49,12.19,2.25,0.81,18.49,17.37,12.63,0.68,0.32,1.24,5.77,15.04,csud3,3.71,3.98,0.10,0.27,0.41,0.10
1.56,0.46,0.37,0.00,0.00,29.15,17.87,18.99,24.38,13.18,2.40,0.08,1.48,0.11,2.44,0.58,0.18,23.58,3.57,5.12,0.22,0.78,0.83,9.58,,lupa3,10.27,1.87,1.66,8.40,10.78,1.68
11.73,0.84,0.52,0.00,0.00,7.15,59.18,8.15,13.34,5.40,10.29,0.40,1.73,0.62,48.55,2.16,0.48,4.44,5.62,3.40,0.77,0.23,2.83,5.32,,ngrd3,3.30,6.29,0.25,2.99,4.90,0.04
6.51,0.92,0.97,3.78,24.52,14.18,54.89,16.25,19.91,6.10,5.68,0.59,1.30,1.75,6.52,0.97,0.64,14.95,10.75,9.08,0.61,0.39,3.17,12.49,,tecn3,4.98,4.63,0.07,0.35,0.43,0.23
7.71,0.54,0.63,0.00,0.00,7.04,27.68,9.63,17.02,8.36,5.64,0.23,23.47,0.31,8.95,0.73,0.43,8.17,6.96,2.44,0.37,0.62,1.04,5.76,,aalr3,4.73,3.19,0.30,1.54,2.72,0.41
10.60,0.16,0.57,3.04,32.20,1.51,11.68,7.91,13.04,3.61,2.02,0.13,0.53,0.21,19.49,1.06,0.80,5.42,11.88,3.47,0.22,0.37,2.71,9.73,4.93,goau3,2.19,1.22,0.45,0.96,1.59,0.96
65.92,0.33,0.43,15.01,997.61,0.49,35.47,4.13,3.79,15.17,7.88,0.21,4.35,0.29,2.79,0.02,0.64,0.65,6.31,0.32,0.49,0.51,1.21,10.12,,ucas3,16.54,8.59,0.40,7.95,7.29,0.61
8.79,0.18,0.65,19.66,172.99,2.07,11.61,3.27,4.22,6.79,5.58,0.29,0.95,1.05,15.81,1.18,1.61,7.44,7.23,3.34,0.45,0.55,1.76,2.65,7.83,alld3,5.26,4.32,0.14,0.94,1.21,0.30
0.40,0.06,0.23,0.00,0.00,14.16,3.26,5.22,3.48,0.09,1.09,0.08,0.65,0.30,20.73,11.83,1.32,57.04,48.29,18.75,0.33,1.33,0.87,15.24,,fher3,0.13,1.64,0.25,1.77,1.18,0.03
46.53,8.82,1.04,0.94,42.70,18.95,94.68,31.58,35.25,28.92,27.93,0.82,31.63,0.85,7.61,0.17,0.09,2.23,3.23,1.77,0.79,0.21,0.57,,,land3,25.91,25.02,0.04,0.89,0.99,0.06
9.59,0.93,1.80,3.99,38.89,9.73,25.14,17.94,23.62,8.83,5.20,0.41,9.80,0.53,7.96,1.49,0.44,18.74,10.48,5.49,0.23,0.71,1.23,11.55,22.10,engi3,6.71,3.95,1.60,3.51,4.62,2.07
5.67,0.43,0.53,3.73,21.67,7.56,35.63,9.15,12.00,8.64,4.68,0.26,1.01,0.62,10.06,0.94,0.61,9.29,6.64,4.62,0.50,0.50,1.81,2.44,14.79,tasa3,6.59,3.57,0.48,3.23,4.24,0.63
12.15,0.40,0.69,4.63,46.33,3.32,17.11,13.39,21.81,7.40,3.02,0.23,1.24,0.29,43.72,2.47,0.56,5.64,10.36,1.87,0.33,0.67,0.53,8.57,2.10,coce5,4.54,1.85,1.09,2.96,4.81,1.12
40.53,1.69,0.50,0.00,0.00,4.16,38.83,18.85,79.31,4.93,8.95,0.19,0.46,0.37,16.60,0.20,0.11,1.23,5.56,0.46,0.37,0.63,5.71,11.52,,telb4,1.17,2.13,0.88,3.75,15.78,0.01
0.85,6.87,0.10,0.00,0.00,808.94,830.11,402.10,117.11,11.07,1.71,0.08,0.49,0.11,46.94,5.58,0.01,11.89,21.71,9.84,0.83,1.83,0.59,52.36,,oibr4,38.02,5.87,0.65,37.64,10.96,0.72
8.13,0.77,3.75,12.74,61.51,9.53,27.36,22.31,26.70,6.79,3.47,0.58,30.41,0.81,10.42,4.80,0.75,46.11,18.73,7.16,0.16,0.87,1.07,7.42,9.48,ektr4,5.68,2.90,3.53,2.73,3.27,3.92
0.60,0.04,0.21,0.00,0.00,6.35,7.11,21.07,12.13,1.82,0.18,0.03,0.11,0.07,26.74,9.47,0.91,35.41,49.85,6.51,0.16,0.84,3.09,8.49,,agxy3,3.16,0.31,1.92,2.84,1.64,2.23
4.95,0.32,0.80,4.66,27.82,6.56,40.59,9.53,0.00,3.15,3.40,0.04,0.05,0.51,10.98,1.77,0.13,16.16,18.66,0.89,0.05,0.95,30.80,32.57,7.99,bsli3,,,0.06,,0.26,0.00
11.44,2.75,1.38,2.50,28.29,24.01,69.38,65.43,69.56,7.28,4.20,0.38,3.41,0.48,8.67,1.05,0.14,12.11,13.01,5.85,0.27,0.62,2.13,6.78,2.27,alup3,6.84,3.95,1.06,3.02,3.21,1.49
14.09,6.82,3.99,0.00,0.00,48.44,12.50,49.54,44.11,14.22,13.78,2.27,7.73,4.31,1.88,0.53,0.33,28.30,189.70,16.11,0.57,0.43,2.64,18.83,,biom3,15.97,15.47,0.13,0.50,0.44,0.45
1025.36,0.47,0.52,0.03,30.01,0.05,63.15,8.45,19.80,8.70,5.52,0.32,3.78,0.46,9.18,0.00,0.69,0.05,7.04,0.03,0.62,0.38,1.38,14.12,,vste3,3.71,2.36,0.30,1.36,3.18,0.33
7.73,21.77,1.55,43.23,377.50,281.72,19.73,114.92,85.97,18.05,18.94,1.12,14.31,1.26,2.75,0.55,0.05,20.08,24.31,14.47,0.72,0.28,3.21,63.56,,epar3,24.13,25.32,0.07,1.19,0.89,0.00
7.35,0.57,1.16,6.56,44.24,7.81,31.53,10.44,0.00,5.52,5.50,0.07,0.48,0.28,6.80,1.07,0.12,15.77,15.77,0.96,0.06,0.94,0.84,24.58,9.95,bees4,,,,,,
120.97,0.53,0.38,0.00,0.00,0.44,82.44,8.50,24.70,9.33,6.21,0.42,0.52,0.81,18.47,0.06,0.80,0.31,6.38,0.35,1.11,2.11,0.37,,,dotz3,3.21,2.14,0.19,1.08,3.13,0.40
6.36,0.31,0.55,8.60,54.69,4.86,30.91,5.52,0.00,5.52,5.60,0.04,0.70,0.61,26.49,2.27,0.12,8.57,8.58,0.59,0.07,0.93,1.06,18.37,5.02,brsr3,,,,,,
6.62,0.64,1.24,6.00,38.89,9.73,25.14,17.94,23.62,8.83,3.59,0.28,6.76,0.37,7.96,1.49,0.44,18.74,10.48,5.49,0.23,0.71,1.23,11.55,22.10,engi4,6.71,2.72,1.60,3.51,4.62,2.07
1.14,0.52,0.24,0.00,0.00,45.70,22.40,15.55,5.39,11.69,3.36,0.09,1.09,0.13,9.13,1.95,0.17,21.36,4.49,7.79,0.36,0.64,1.37,25.62,,ctsa4,33.71,9.70,0.76,30.33,10.51,0.91
9.32,1.13,1.85,3.36,29.97,12.14,51.27,17.54,21.09,7.82,6.45,0.92,2.19,2.47,12.19,2.43,0.81,19.90,13.34,9.86,0.50,0.50,3.01,8.10,7.84,ofsa3,6.50,5.36,0.39,1.14,1.37,0.62
4.57,0.35,0.65,10.35,44.47,7.76,32.84,11.92,0.00,3.14,2.98,0.04,0.84,0.76,45.17,6.41,0.11,14.19,18.75,0.88,0.06,0.94,1.05,19.31,16.96,bgip4,,,,,,
9.52,0.71,3.06,10.44,99.81,7.48,25.42,18.21,23.22,7.89,3.91,0.42,5.46,0.57,2.07,0.66,0.59,32.11,13.18,5.97,0.14,0.80,1.40,10.65,9.14,rede3,6.19,3.07,3.11,3.12,3.98,4.00
16.10,1.72,3.34,1.42,21.75,10.69,25.06,8.25,10.16,7.10,20.87,2.33,8.91,5.15,26.02,5.40,1.36,20.76,14.61,14.49,0.70,0.30,1.92,6.69,3.77,bauh4,5.76,16.93,0.43,2.19,2.70,0.00
0.13,0.44,0.04,0.00,0.00,327.60,28.74,311.91,311.65,1.48,0.14,0.07,0.12,0.15,47.95,13.63,0.17,28.42,101.01,54.92,1.93,2.93,0.45,2.06,,rsid3,1.48,0.14,0.36,1.34,1.34,0.39
1.24,0.10,0.16,0.00,0.00,8.43,18.53,8.44,11.86,11.97,1.24,0.07,1.25,0.10,55.34,7.25,0.68,13.09,19.45,5.75,0.44,1.44,1.22,10.78,,ceed3,8.52,0.88,1.41,7.64,10.73,1.67
0.82,0.48,2.61,0.00,0.00,58.28,68.48,77.70,82.91,0.41,0.61,0.17,2.41,0.21,1.88,5.98,0.36,318.74,389.02,21.15,0.07,1.13,0.73,39.15,,hoot4,0.38,0.58,0.92,0.20,0.22,0.00
12.61,2.72,1.88,14.88,41.97,21.58,39.95,36.31,69.30,7.58,7.50,0.93,13.69,1.17,18.60,2.78,0.34,14.92,12.65,7.36,0.49,0.51,0.76,3.50,17.88,gepa4,3.97,3.93,0.04,0.08,0.15,0.37
3.40,0.50,0.89,4.42,18.00,14.73,26.60,17.82,38.47,3.45,2.81,0.47,7.65,0.78,14.78,3.86,0.93,26.11,21.36,13.77,0.53,0.47,1.18,18.54,28.03,ealt3,1.60,1.30,0.26,0.38,0.82,0.29
9.63,0.76,0.88,5.68,38.83,7.90,24.19,7.82,10.58,9.10,9.73,0.71,1.19,3.10,53.43,4.88,0.94,9.13,3.64,7.39,0.81,0.19,4.51,8.11,5.61,mtsa4,6.73,7.19,0.31,2.52,3.40,0.06
0.66,0.22,0.47,0.00,0.00,33.02,16.57,0.57,1.95,245.78,38.26,0.07,0.36,0.13,4.45,3.18,0.32,71.56,1.44,10.14,0.15,0.84,1.63,5.89,,rdni3,71.46,11.12,2.55,60.33,207.52,2.82
10.47,0.49,0.76,0.00,33.74,4.69,14.84,6.42,11.24,8.20,7.64,0.38,1.11,0.86,11.03,0.80,0.77,7.28,5.75,4.53,0.50,0.50,2.56,7.95,11.66,ptnt3,4.69,4.36,0.27,1.53,2.68,0.73
15.33,0.46,0.26,0.00,0.00,3.02,21.28,5.59,3.88,7.63,8.27,0.20,0.38,1.79,4.30,0.07,0.43,1.70,398.08,1.30,0.76,1.76,2.46,0.66,31.05,haga4,10.97,11.90,0.56,25.45,17.70,0.41
6.70,0.57,0.64,3.57,26.49,8.47,35.05,14.79,18.14,4.91,3.83,0.36,1.87,0.58,29.45,2.79,0.64,9.49,10.27,5.45,0.57,0.43,2.11,11.20,12.41,euca3,4.00,3.13,0.20,0.99,1.21,0.34
12.27,1.72,1.58,12.24,162.76,14.02,24.48,14.91,17.56,10.47,11.54,1.31,2.98,3.09,111.44,14.38,0.76,12.90,10.25,10.71,0.83,0.17,4.30,10.63,27.05,tkno3,8.88,9.80,0.16,1.00,1.18,0.01
25.32,0.76,0.43,0.00,0.00,3.02,21.28,5.59,3.88,7.63,13.66,0.33,0.62,2.96,4.30,0.07,0.43,1.70,398.08,1.30,0.76,1.76,2.46,0.66,31.05,haga3,10.97,19.65,0.56,25.45,17.70,0.41
484.51,,268.96,0.00,0.00,0.00,0.00,0.00,0.00,484.51,484.51,3.00,,268.96,0.00,0.00,0.00,55.51,55.51,0.62,0.01,0.99,1.00,100.00,,ppla11,,,0.00,,0.00,0.00
3.05,15.80,0.90,6.45,19.60,518.65,29.89,23.88,23.05,23.08,66.16,0.71,1.03,4.63,569.45,169.05,0.04,29.69,15.70,23.24,0.78,0.22,5.35,7.42,85.73,bmks3,23.91,68.56,0.59,44.64,43.08,0.01
1.90,0.14,0.45,0.00,0.00,7.15,27.57,12.87,15.45,4.08,1.06,0.14,3.00,0.24,30.25,7.11,1.03,23.49,13.58,7.38,0.31,0.68,1.13,9.94,,cedo3,3.40,0.88,1.31,2.58,3.09,1.35
9.05,3.77,0.44,18.43,85.97,41.66,28.25,46.46,43.73,14.49,8.11,0.17,12.04,0.19,72.20,3.54,0.05,4.90,4.56,1.92,0.39,0.61,1.17,5.14,87.59,hbts5,15.40,8.62,0.35,6.77,6.38,0.45
6.65,0.82,1.25,8.93,0.00,12.37,29.44,17.22,21.82,7.51,4.78,0.51,41.38,0.67,24.56,4.63,0.62,18.85,12.79,7.63,0.40,0.60,1.05,,,eqma3b,5.93,3.77,0.72,2.16,2.74,0.88
1358.01,0.46,0.41,0.29,370.30,0.03,18.37,2.31,1.28,34.66,19.86,0.29,0.61,0.67,9.12,0.00,0.63,0.03,1.77,0.02,0.70,0.30,5.91,3.60,,dohl4,62.50,35.82,0.09,8.01,4.44,0.22
1.89,0.49,0.44,6.85,12.43,25.87,27.58,13.83,24.89,2.18,3.53,0.31,4.49,0.38,7.72,1.79,0.63,23.25,0.55,16.29,0.70,0.30,1.61,6.63,34.67,luxm4,1.21,1.96,0.01,0.03,0.05,0.12
0.21,0.04,0.02,0.00,0.00,19.45,22.85,12.17,14.11,2.72,0.34,0.07,0.38,0.17,164.78,14.86,1.71,9.02,6.35,33.75,3.69,4.72,0.76,13.80,,snsy5,2.35,0.29,0.10,1.60,1.85,0.11
14.75,5.59,1.78,5.95,118.97,37.91,72.65,60.86,61.32,8.97,9.19,1.21,5.78,1.77,4.05,0.49,0.22,12.10,12.40,9.26,0.68,0.32,2.90,17.79,13.28,aflt3,8.90,9.12,0.04,0.21,0.22,0.11
4.42,0.08,1.80,0.00,0.00,1.84,13.56,19.86,22.39,2.36,0.41,0.07,0.51,0.11,5.55,2.26,0.81,40.76,42.55,3.51,0.04,0.96,0.75,11.64,14.99,mwet4,2.10,0.36,8.25,1.66,1.87,9.24
0.38,0.05,0.10,0.00,0.00,14.34,12.04,1.85,2.26,15.30,2.91,0.10,0.16,0.14,50.46,13.29,1.85,26.34,12.94,26.53,1.01,2.01,0.33,25.55,,plas3,12.55,2.38,0.42,10.16,12.39,0.45
1.87,0.30,0.08,0.00,0.00,16.12,39.42,3.79,2.26,38.79,7.95,0.14,0.06,0.22,73.28,3.21,0.45,4.38,1.28,7.31,1.67,2.67,0.15,3.02,,estr4,65.07,13.34,0.48,77.67,46.30,0.19
10.25,1.31,0.57,8.20,30.46,12.76,14.65,25.00,0.00,6.58,5.23,0.13,0.58,3.61,29.92,1.67,0.10,5.57,5.57,1.23,0.22,0.78,1.29,41.26,26.80,bmin4,,,0.02,,0.20,0.00
3.33,0.25,0.27,4.65,0.00,7.46,15.03,9.85,19.69,7.63,2.52,0.11,0.64,0.14,33.12,2.71,0.46,8.18,2.13,3.45,0.42,0.58,0.53,8.20,69.69,cbee3,3.82,1.26,0.55,2.56,5.11,0.58
0.02,0.03,0.00,0.00,0.00,147.96,67.17,47.15,46.21,22.84,0.06,0.00,0.11,0.01,694.09,142.58,0.16,20.54,13.42,23.63,1.15,2.15,0.76,15.16,,gshp3,23.30,0.07,1.49,23.24,22.78,1.62
1.04,13.42,0.27,0.00,0.00,1295.95,82.25,1268.95,1268.95,2.28,1.06,1.75,0.27,1.91,19.14,4.97,0.13,25.98,25.85,168.79,6.50,7.50,0.01,9.42,,nord3,2.28,1.06,0.31,1.22,1.22,0.31
