p_l,p_receita_psr,p_vp,dy,payout,margem_líquida,margem_bruta,margem_ebit,margem_ebitda,ev_ebit,p_ebit,p_ativo,p_capgiro,p_ativo_circ_liq,vpa,lpa,giro_ativos,roe,roic,roa,patrimônio___ativos,passivos___ativos,liquidez_corrente,cagr_receitas_5_anos,cagr_lucros_5_anos,papel,ev_ebitda,p_ebitda,dívida_líquida___patrimônio,dívida_líquida___ebitda,dívida_líquida___ebit,dívida_bruta___patrimônio
5.15,0.39,0.84,6.75,34.87,7.56,16.76,11.44,12.96,3.44,3.40,0.54,1.17,1.51,9.28,1.51,1.38,16.28,13.81,10.47,0.64,0.36,3.52,17.03,2.80,dexp3,3.04,3.00,0.01,0.03,0.04,0.23
5.74,0.97,1.30,10.03,57.11,16.88,48.70,19.06,22.45,4.35,5.09,1.04,2.97,2.08,7.28,1.65,1.07,22.64,20.72,18.04,0.80,0.20,3.27,21.39,25.88,camb3,3.70,4.32,0.19,0.62,0.73,0.01
6.96,2.89,1.64,8.20,46.48,41.44,61.77,70.52,71.26,7.15,4.09,0.58,20.37,0.68,7.37,1.73,0.20,23.53,15.95,8.33,0.35,0.65,1.24,3.95,4.57,taee4,7.08,4.05,1.24,3.06,3.09,1.35
18.42,1.28,1.08,0.28,11.19,6.95,69.08,30.39,47.59,7.36,4.21,0.38,3.26,0.49,11.99,0.71,0.29,5.88,9.98,2.22,0.35,0.65,1.93,,,desk3,4.70,2.69,0.81,2.01,3.15,1.29
7.76,14.46,1.34,9.34,75.84,186.37,25.32,206.48,221.89,7.24,7.00,1.05,18.48,1.19,8.15,1.41,0.07,17.33,16.97,13.72,0.78,0.18,2.00,7.21,16.35,itsa3,6.74,6.51,0.05,0.22,0.24,0.13
6.17,0.96,1.41,10.39,60.85,15.50,18.32,22.09,25.52,4.95,4.33,0.63,658.49,0.81,9.95,2.27,0.66,22.84,17.09,10.26,0.45,0.55,1.00,10.71,17.82,cmig3,4.28,3.74,0.43,1.15,1.33,0.54
9.69,0.39,2.04,0.00,0.00,4.03,51.34,12.16,17.31,6.82,3.21,0.29,1.40,0.40,0.56,0.12,0.75,21.06,18.95,3.02,0.14,0.86,0.56,6.72,,amar3,4.79,2.26,2.29,2.53,3.61,2.33
5.67,0.22,0.32,2.01,33.07,3.95,21.04,2.51,7.55,13.84,8.93,0.19,1.23,0.33,13.38,0.76,0.87,5.65,0.03,3.44,0.61,0.39,1.65,11.59,21.69,eter3,4.60,2.97,0.18,1.63,4.91,0.19
10.84,2.85,0.79,3.57,66.23,26.33,63.86,53.76,68.83,13.82,5.31,0.42,3.17,0.56,3.44,0.25,0.15,7.29,7.55,3.96,0.54,0.46,2.16,11.33,11.90,igti3,10.79,4.15,0.42,2.22,2.84,0.81
6.44,0.88,0.76,5.74,37.50,13.73,79.51,22.36,31.54,2.44,3.95,0.46,3.40,0.65,1.64,0.19,0.52,11.81,12.88,9.45,0.60,0.42,1.83,4.58,23.92,lpsb3,1.73,2.80,0.29,1.07,1.51,0.00
0.59,0.34,0.30,0.00,0.00,57.81,20.85,40.32,37.58,5.22,0.85,0.08,0.24,0.12,4.34,2.22,0.25,51.23,13.79,14.32,0.28,0.72,0.46,9.39,,tcsa3,5.60,0.91,1.56,4.69,4.37,1.79
8.05,0.67,0.81,6.26,52.91,8.27,36.44,11.31,0.00,6.16,5.89,0.08,0.12,0.10,16.31,1.65,0.12,10.09,10.85,1.01,0.10,0.95,0.24,19.14,1.49,sanb3,,,,,,
8.81,0.73,0.89,6.30,52.91,8.27,36.44,11.31,0.00,6.16,6.44,0.09,0.13,0.11,16.31,1.65,0.12,10.09,10.85,1.01,0.10,0.95,0.24,19.14,1.49,sanb4,,,,,,
5.67,,0.70,11.82,71.35,0.00,0.00,0.00,0.00,6.15,6.06,0.70,24.60,0.72,22.31,2.75,0.00,12.34,11.54,12.27,0.99,0.01,6.50,100.00,5.91,brap3,6.15,6.06,0.03,0.29,0.29,0.00
50.08,0.42,2.07,0.00,0.00,0.85,32.65,13.48,27.91,8.50,3.14,0.28,9.27,0.35,1.62,0.07,0.66,4.14,11.74,0.14,0.13,0.86,0.88,21.46,,alpk3,4.10,1.52,3.53,2.59,5.36,4.45
7.94,4.95,4.14,0.00,0.00,62.35,93.46,3.17,6.06,175.11,156.11,2.96,9.70,4.61,0.78,0.40,0.60,52.13,47.53,39.44,0.72,0.23,6.84,0.05,10.55,fict3,91.63,81.68,0.20,3.92,7.50,0.00
7.52,0.53,3.16,14.10,99.50,7.11,18.21,7.83,9.23,6.06,6.83,0.71,43.15,2.18,1.48,0.62,1.32,41.96,21.72,9.39,0.22,0.78,0.98,7.27,5.59,whrl4,5.14,5.79,0.25,0.46,0.55,0.81
0.99,0.07,1.51,0.00,0.00,7.47,6.52,1.65,4.60,32.65,4.48,0.06,1.09,0.09,4.77,7.29,0.85,152.67,9.65,7.13,0.04,1.04,1.21,5.83,,brkm3,11.72,1.61,9.53,10.14,28.24,12.24
3.06,0.98,0.30,0.00,0.00,32.12,17.14,3.44,29.97,75.62,28.58,0.13,3.16,0.14,3.47,0.34,0.13,9.80,0.32,4.19,0.43,0.57,0.69,41.12,,rnew3,8.68,3.28,0.50,5.45,47.45,0.57
5.89,0.50,0.56,4.44,26.49,8.47,35.05,14.79,18.14,4.92,3.37,0.32,1.65,0.51,29.45,2.79,0.64,9.49,10.27,5.45,0.57,0.43,2.11,11.20,12.41,euca4,4.01,2.75,0.20,0.99,1.21,0.34
4.56,0.16,1.07,0.00,0.00,3.54,18.24,17.36,29.29,5.99,0.93,0.07,0.25,0.12,0.65,0.15,0.43,23.47,9.70,1.10,0.06,0.87,2.72,59.50,,ambp3,3.55,0.55,5.81,3.00,5.06,10.10
6.88,2.85,1.62,8.27,46.48,41.44,61.77,70.52,71.26,7.15,4.05,0.57,20.13,0.67,7.37,1.73,0.20,23.53,15.95,8.33,0.35,0.65,1.24,3.95,4.57,taee3,7.08,4.00,1.24,3.06,3.09,1.35
4.61,0.22,355.99,0.00,0.00,4.73,41.02,13.83,15.60,2.62,1.58,0.36,19.90,0.79,0.00,0.28,1.67,7721.40,49.19,7.90,0.00,1.00,0.97,5.97,12.75,bobr4,2.32,1.40,277.35,1.09,1.23,400.27
7.26,1.59,0.33,0.00,0.00,21.86,83.42,44.59,36.29,7.24,3.56,0.31,0.34,12.64,5.77,0.26,0.19,4.53,9.87,4.25,0.94,0.06,16.47,7.81,,reag3,8.90,4.37,1.00,13.27,10.80,0.00
2.91,0.43,0.76,5.61,16.21,14.73,26.60,17.82,38.47,3.36,2.40,0.40,6.55,0.67,14.78,3.86,0.93,26.11,21.36,13.77,0.53,0.47,1.18,18.54,28.03,ealt4,1.56,1.11,0.26,0.38,0.82,0.29
11.77,0.09,0.25,0.00,0.00,0.81,29.30,2.65,5.27,3.63,3.58,0.12,4.96,0.18,17.83,0.38,1.27,2.15,6.45,1.03,0.48,0.52,1.08,19.14,176.62,dmvf3,1.82,1.80,0.00,0.02,0.05,0.04
0.09,0.02,0.02,0.00,0.00,19.19,14.43,20.96,20.43,0.05,0.08,0.01,0.05,0.31,109.81,24.51,0.84,22.32,24.37,16.12,0.72,1.72,0.76,42.03,,rpmg3,0.05,0.08,0.01,0.03,0.03,0.00
9.37,0.44,0.56,4.24,39.71,4.73,12.41,8.66,13.69,7.13,5.12,0.35,1.41,0.57,27.08,1.61,0.80,5.95,6.70,3.80,0.63,0.37,2.89,9.54,6.69,ggbr3,4.51,3.24,0.17,0.96,1.52,0.33
8.78,0.14,0.51,3.42,30.02,1.63,12.41,8.64,13.62,3.19,1.65,0.11,0.45,0.18,19.50,1.13,0.80,5.81,13.02,3.80,0.22,0.37,2.89,9.54,6.74,goau3,2.02,1.05,0.47,0.97,1.52,0.93
4.43,0.25,0.67,0.00,0.00,5.60,34.47,2.60,10.16,38.61,9.56,0.12,0.32,0.30,1.48,0.22,0.49,15.06,1.94,2.76,0.18,0.82,2.80,13.38,,pdtc3,9.86,2.44,2.03,7.42,29.05,2.59
5.54,0.42,0.51,3.91,21.67,7.56,35.63,9.15,12.00,8.49,4.57,0.26,0.99,0.61,10.06,0.94,0.61,9.29,6.64,4.62,0.50,0.50,1.81,2.44,14.79,tasa3,6.48,3.49,0.48,3.23,4.24,0.63
6.69,0.95,1.00,3.68,24.52,14.18,54.89,16.25,19.91,6.27,5.84,0.61,1.34,1.80,6.52,0.97,0.64,14.95,10.75,9.08,0.61,0.39,3.17,12.49,,tecn3,5.12,4.77,0.07,0.35,0.43,0.23
7.75,0.86,0.54,0.00,0.00,11.11,58.13,15.24,5.94,2.95,5.64,0.40,1.98,0.62,48.27,3.36,0.46,6.95,10.01,5.16,0.74,0.26,2.28,5.38,,ngrd3,7.57,14.48,0.26,6.91,2.69,0.04
1.69,0.49,0.40,0.00,0.00,29.15,17.87,18.99,24.38,13.37,2.59,0.09,1.59,0.12,2.44,0.58,0.18,23.58,3.57,5.12,0.22,0.78,0.83,9.58,,lupa3,10.41,2.02,1.66,8.40,10.78,1.68
9.02,0.40,0.67,4.63,35.13,4.38,17.55,13.41,21.47,7.20,2.95,0.23,1.54,0.29,44.01,3.25,0.58,7.40,10.88,2.56,0.35,0.65,0.57,8.58,7.91,coce5,4.50,1.84,1.03,2.85,4.56,1.07
8.14,0.79,1.52,4.78,38.89,9.73,25.14,17.94,23.62,8.32,4.41,0.35,8.32,0.45,7.96,1.49,0.44,18.74,10.48,5.49,0.23,0.71,1.23,11.55,22.10,engi3,6.32,3.35,1.60,3.51,4.62,2.07
7.94,1.24,1.49,6.54,43.16,15.64,42.12,21.60,32.11,5.59,5.75,1.04,20.18,1.46,11.80,2.22,0.84,18.78,17.30,13.06,0.70,0.30,1.22,5.32,14.63,csud3,3.76,3.87,0.04,0.11,0.16,0.12
7.07,0.50,0.58,0.00,0.00,7.04,27.68,9.63,17.02,7.89,5.17,0.21,21.52,0.29,8.95,0.73,0.43,8.17,6.96,2.44,0.37,0.62,1.04,5.76,,aalr3,4.46,2.92,0.30,1.54,2.72,0.41
67.57,0.33,0.44,14.65,997.61,0.49,35.47,4.13,3.79,15.37,8.08,0.21,4.46,0.30,2.79,0.02,0.64,0.65,6.31,0.32,0.49,0.51,1.21,10.12,,ucas3,16.75,8.81,0.40,7.95,7.29,0.61
0.72,0.25,0.29,0.00,0.00,33.99,27.02,0.02,4.06,280.07,1638.42,0.09,1.02,0.22,19.08,7.72,0.38,40.48,2.53,13.01,0.32,0.67,1.19,30.82,,show3,1.04,6.06,0.24,5.02,1358.35,0.50
3.50,0.73,0.58,10.96,38.45,20.75,14.87,22.77,0.00,3.16,3.19,0.07,0.53,0.07,125.37,20.84,0.10,16.62,18.05,1.98,0.12,1.00,0.27,42.72,34.48,baza3,,,0.01,,0.04,0.00
7.19,0.15,0.53,24.05,172.82,2.07,11.61,3.27,4.22,5.78,4.56,0.24,0.77,0.86,15.82,1.18,1.61,7.44,7.23,3.34,0.45,0.55,1.76,2.65,7.83,alld3,4.47,3.53,0.14,0.94,1.21,0.30
3.04,5.29,1.01,0.00,0.00,173.99,26.49,180.59,153.26,2.56,2.93,0.82,1.85,1.75,4.67,1.55,0.16,33.16,35.26,26.97,0.82,0.09,6.24,,,trad3,3.01,3.45,0.13,0.44,0.37,0.00
9.29,2.23,1.13,3.08,28.29,24.01,69.38,65.43,69.56,7.03,3.41,0.31,2.77,0.39,8.67,1.05,0.14,12.11,13.01,5.85,0.27,0.62,2.13,6.78,2.27,alup4,6.62,3.21,1.06,3.02,3.21,1.49
0.26,17.93,0.04,0.00,0.00,6990.85,44.73,3320.15,3143.96,9.27,0.54,0.06,0.05,0.07,33.59,5.07,0.00,15.09,19.97,24.89,1.63,2.63,0.08,2.07,,inep3,9.79,0.57,0.63,9.22,8.74,0.63
0.90,7.25,0.11,0.00,0.00,808.94,830.11,402.10,117.11,11.12,1.80,0.09,0.52,0.12,46.94,5.58,0.01,11.89,21.71,9.84,0.83,1.83,0.59,52.36,,oibr4,38.17,6.19,0.65,37.64,10.96,0.72
0.35,0.05,0.20,0.00,0.00,14.16,3.26,5.22,3.48,0.22,0.96,0.07,0.57,0.26,20.73,11.83,1.32,57.04,48.29,18.75,0.33,1.33,0.87,15.24,,fher3,0.34,1.44,0.25,1.77,1.18,0.03
49.54,9.39,1.10,0.86,42.70,18.95,94.68,31.58,35.25,30.72,29.73,0.88,33.67,0.91,7.61,0.17,0.09,2.23,3.23,1.77,0.79,0.21,0.57,,,land3,27.52,26.63,0.04,0.89,0.99,0.06
40.97,1.71,0.51,0.00,0.00,4.16,38.83,18.85,79.31,5.16,9.05,0.19,0.46,0.37,16.60,0.20,0.11,1.23,5.56,0.46,0.37,0.63,5.71,11.52,,telb4,1.23,2.15,0.88,3.75,15.78,0.01
33.62,0.27,0.36,5.25,176.50,0.80,26.91,6.09,28.80,1.92,4.41,0.16,0.69,0.32,9.97,0.11,0.61,1.08,6.48,0.49,0.45,0.55,1.90,,,lvtc3,0.41,0.93,0.20,0.53,2.49,0.00
5.34,0.84,0.66,10.42,46.93,15.78,52.41,10.34,18.22,5.99,8.15,0.48,1.72,0.86,46.11,5.72,0.57,12.41,7.36,9.03,0.73,0.27,2.75,10.66,10.67,cgra4,3.40,4.62,0.18,1.24,2.19,0.00
6.57,0.16,0.86,0.00,0.00,2.47,14.66,6.39,6.74,3.19,2.54,0.27,1.12,1.03,3.27,0.43,1.68,13.15,20.19,4.16,0.32,0.68,1.50,25.05,10.55,nutr3,3.03,2.41,0.22,0.62,0.65,0.36
24.44,2.99,0.79,8.35,204.08,12.25,42.35,20.73,34.96,23.30,14.44,0.42,2.14,0.57,26.48,0.86,0.14,3.23,2.22,9.60,0.53,0.47,3.68,3.50,25.60,scar3,13.82,8.56,0.48,5.25,8.86,0.70
4.07,0.14,0.20,5.84,23.80,3.51,33.87,18.38,34.98,6.64,0.78,0.07,0.16,0.07,19.91,0.97,0.46,4.87,8.54,1.87,0.33,0.68,0.15,4.60,,tpis3,3.49,0.41,1.49,3.08,5.86,1.54
7.51,0.59,1.18,6.42,43.96,7.81,31.53,10.44,0.00,5.62,5.62,0.07,0.49,0.29,6.80,1.07,0.12,15.77,15.77,0.96,0.06,0.94,0.84,24.58,9.95,bees3,,,,,,
0.03,0.03,0.05,0.00,0.00,86.99,4.18,59.21,52.53,0.68,0.05,0.03,0.03,0.05,118.43,172.09,0.96,145.31,433.24,84.39,0.58,1.58,0.33,3.15,,agxy3,0.77,0.05,0.62,0.71,0.63,0.75
9.04,0.91,3.74,11.68,57.24,10.08,27.89,22.83,27.18,7.28,3.99,0.71,14.06,0.96,12.04,4.98,0.78,41.32,18.59,7.84,0.19,0.81,1.24,6.96,10.24,ektr4,6.11,3.35,2.92,2.62,3.12,3.18
5.07,0.33,0.82,4.59,27.82,6.56,40.59,9.53,0.00,3.24,3.49,0.04,0.05,0.52,10.98,1.77,0.13,16.16,18.66,0.89,0.05,0.95,30.80,32.57,7.99,bsli3,,,0.06,,0.26,0.00
5.81,0.27,0.42,5.76,33.74,4.69,14.84,6.42,11.24,8.20,4.24,0.21,0.62,0.48,11.03,0.80,0.77,7.28,5.75,4.53,0.50,0.50,2.56,7.95,11.66,ptnt4,4.69,2.42,0.27,1.53,2.68,0.73
7.56,0.59,1.19,6.38,43.96,7.81,31.53,10.44,0.00,5.62,5.65,0.07,0.49,0.29,6.80,1.07,0.12,15.77,15.77,0.96,0.06,0.94,0.84,24.58,9.95,bees4,,,,,,
10.96,2.63,1.33,2.61,28.29,24.01,69.38,65.43,69.56,7.03,4.02,0.36,3.27,0.46,8.67,1.05,0.14,12.11,13.01,5.85,0.27,0.62,2.13,6.78,2.27,alup3,6.62,3.78,1.06,3.02,3.21,1.49
0.25,17.79,0.04,0.00,0.00,6990.85,44.73,3320.15,3143.96,9.27,0.54,0.06,0.05,0.07,33.59,5.07,0.00,15.09,19.97,24.89,1.63,2.63,0.08,2.07,,inep4,9.79,0.57,0.63,9.22,8.74,0.63
7.87,22.18,1.58,42.24,377.50,281.72,19.73,114.92,85.97,18.40,19.30,1.14,14.58,1.29,2.75,0.55,0.05,20.08,24.31,14.47,0.72,0.28,3.21,63.56,,epar3,24.60,25.80,0.07,1.19,0.89,0.00
18.83,9.12,5.33,0.00,0.00,48.44,12.50,49.54,44.11,18.86,18.42,3.03,10.33,5.76,1.88,0.53,0.33,28.30,189.70,16.11,0.57,0.43,2.64,18.83,,biom3,21.18,20.68,0.13,0.50,0.44,0.45
8.84,2.36,1.86,3.40,30.19,26.76,19.74,30.29,0.00,15.36,7.81,0.22,14.69,1.65,5.54,1.17,0.09,21.05,22.82,2.46,0.12,0.88,0.98,30.59,32.53,bpac5,,,,,,
1.33,0.54,0.37,0.00,0.00,40.92,26.78,34.75,34.12,1.96,1.57,0.13,1.59,0.23,2.15,0.60,0.24,27.93,20.36,8.33,0.35,0.63,1.23,5.07,,vivr3,1.99,1.60,0.09,0.40,0.39,0.26
9.64,0.77,2.55,2.36,21.50,7.94,47.17,4.07,0.00,16.88,18.83,0.18,1.26,0.66,19.74,5.23,0.23,26.49,12.68,1.89,0.07,0.93,0.84,25.30,30.09,bmeb4,,,,,,
5.16,0.34,0.83,4.96,27.82,6.56,40.59,9.53,0.00,3.24,3.55,0.04,0.05,0.53,10.98,1.77,0.13,16.16,18.66,0.89,0.05,0.95,30.80,32.57,7.99,bsli4,,,0.06,,0.26,0.00
8.67,0.13,0.56,4.93,42.80,1.53,25.85,9.11,12.35,7.64,1.46,0.10,0.37,0.20,9.28,0.60,0.74,6.45,8.66,2.53,0.18,0.75,2.04,19.16,11.93,rapt3,5.64,1.07,2.37,4.55,6.17,2.93
1036.17,0.47,0.52,0.03,30.01,0.05,63.15,8.45,19.80,8.76,5.57,0.33,3.82,0.47,9.18,0.00,0.69,0.05,7.04,0.03,0.62,0.38,1.38,14.12,,vste3,3.74,2.38,0.30,1.36,3.18,0.33
135.25,0.59,0.43,0.00,0.00,0.44,82.44,8.50,24.70,10.07,6.94,0.47,0.58,0.90,18.47,0.06,0.80,0.31,6.38,0.35,1.11,2.11,0.37,,,dotz3,3.47,2.39,0.19,1.08,3.13,0.40
6.32,0.95,1.50,3.58,20.59,14.95,40.78,21.57,23.29,1.33,4.38,0.90,2.70,2.07,41.78,9.91,0.95,23.72,21.91,14.26,0.60,0.40,2.44,15.56,,rsul4,1.24,4.06,0.16,0.43,0.47,0.06
49.86,2.08,0.62,0.00,0.00,4.16,38.83,18.85,79.31,5.16,11.01,0.23,0.56,0.45,16.60,0.20,0.11,1.23,5.56,0.46,0.37,0.63,5.71,11.52,,telb3,1.23,2.62,0.88,3.75,15.78,0.01
29.31,0.90,2.51,0.00,0.00,3.07,16.12,13.35,23.38,10.31,6.74,0.66,17.94,0.91,9.77,0.84,0.74,8.56,10.32,2.25,0.26,0.74,1.16,20.95,47.04,logn3,5.89,3.85,1.33,2.04,3.57,1.61
6.45,0.53,1.62,4.45,40.59,8.17,18.48,11.96,0.00,4.46,4.40,0.06,0.08,0.64,5.14,1.29,0.12,25.06,29.76,0.97,0.04,0.96,12.26,40.22,,pine3,,,,,,
0.08,0.10,0.20,0.00,0.00,122.47,31.24,104.02,95.42,1.41,0.09,0.02,0.07,0.29,7.75,19.73,0.25,254.62,119.17,31.13,0.12,1.25,1.66,46.93,,jfen3,1.54,0.10,2.85,1.44,1.32,2.92
3.92,0.36,0.25,0.00,0.00,9.13,39.61,17.88,7.27,1.62,2.00,0.19,0.48,0.44,19.73,1.26,0.52,6.41,12.68,4.76,0.74,0.26,3.00,8.80,,west3,3.98,4.92,0.45,8.90,3.62,0.04
5.99,0.58,1.12,6.49,38.89,9.73,25.14,17.94,23.62,8.32,3.25,0.26,6.13,0.33,7.96,1.49,0.44,18.74,10.48,5.49,0.23,0.71,1.23,11.55,22.10,engi4,6.32,2.47,1.60,3.51,4.62,2.07
6.16,0.30,0.53,8.88,54.69,4.86,30.91,5.52,0.00,4.99,5.42,0.04,0.68,0.59,26.49,2.27,0.12,8.57,8.58,0.59,0.07,0.93,1.06,18.37,5.02,brsr3,,,,,,
6.84,1.07,2.66,11.74,92.64,15.66,28.86,20.98,25.49,7.02,5.10,0.69,121.97,1.01,2.11,0.82,0.65,38.85,19.63,10.13,0.26,0.74,0.98,14.57,20.37,eqpa3,5.78,4.20,1.00,1.58,1.92,1.46
8.47,3.80,1.55,15.75,138.90,44.81,49.37,54.36,55.77,4.78,6.98,1.13,2.42,2.43,14.93,2.73,0.30,18.27,16.85,16.67,0.73,0.11,7.50,21.05,11.92,cebr3,4.66,6.81,0.54,2.36,2.42,0.00
6.35,0.34,1.00,10.47,20.22,5.37,16.60,10.69,13.91,6.26,3.19,0.30,5.67,0.41,100.50,15.75,0.87,15.67,12.80,4.67,0.30,0.70,1.23,5.02,3.21,clsc4,4.81,2.45,0.98,2.41,3.14,1.08
22.41,6.00,4.72,1.35,30.19,26.76,19.74,30.29,0.00,15.36,19.80,0.55,37.24,4.19,5.54,1.17,0.09,21.05,22.82,2.46,0.12,0.88,0.98,30.59,32.53,bpac3,,,,,,
0.01,0.10,0.00,0.00,0.00,1867.14,98.79,1337.01,1314.56,7.26,0.01,0.01,0.01,0.01,2827.34,436.87,0.05,15.45,74.67,115.70,6.37,7.38,0.02,49.00,,osxb3,7.38,0.01,0.80,7.38,7.25,0.80
7.17,0.51,3.01,13.45,99.50,7.11,18.21,7.83,9.23,6.06,6.51,0.67,41.12,2.08,1.48,0.62,1.32,41.96,21.72,9.39,0.22,0.78,0.98,7.27,5.59,whrl3,5.14,5.52,0.25,0.46,0.55,0.81
5.02,0.44,2.24,0.00,0.00,8.73,36.73,21.47,21.69,5.40,2.04,0.22,4.00,0.36,0.69,0.31,0.50,44.56,21.35,2.74,0.10,1.07,0.88,30.65,,avll3,5.35,2.02,3.68,3.32,3.36,5.24
6.11,0.04,1.75,0.00,0.00,0.59,12.31,6.16,8.30,11.72,0.59,0.05,0.59,0.08,3.60,1.03,1.39,28.66,9.93,0.83,0.03,0.97,1.27,12.94,,mgel4,8.69,0.44,26.35,6.58,8.86,27.29
8.41,3.77,1.54,15.87,138.90,44.81,49.37,54.36,55.77,4.78,6.93,1.12,2.40,2.41,14.93,2.73,0.30,18.27,16.85,16.67,0.73,0.11,7.50,21.05,11.92,cebr5,4.66,6.75,0.54,2.36,2.42,0.00
4.26,0.55,1.12,5.70,38.33,12.88,31.71,23.95,30.32,6.26,2.29,0.30,10.90,0.35,32.28,8.45,0.54,26.17,16.49,6.67,0.26,0.74,0.86,8.78,11.83,ceeb3,4.94,1.81,1.78,2.89,3.66,1.84
9.31,1.13,1.85,3.22,29.97,12.14,51.27,17.54,21.09,7.81,6.44,0.92,2.19,2.47,12.19,2.43,0.81,19.90,13.34,9.86,0.50,0.50,3.01,8.10,7.84,ofsa3,6.50,5.36,0.39,1.14,1.37,0.62
1.13,0.52,0.24,0.00,0.00,45.70,22.40,15.55,5.39,11.64,3.32,0.09,1.08,0.13,9.13,1.95,0.17,21.36,4.49,7.79,0.36,0.64,1.37,25.62,,ctsa4,33.57,9.57,0.76,30.33,10.51,0.91
3.16,1.02,0.31,0.00,0.00,32.12,17.14,3.44,29.97,75.62,29.52,0.13,3.27,0.15,10.42,1.02,0.13,9.80,0.32,4.19,0.43,0.57,0.69,41.12,,rnew11,8.68,3.39,0.50,5.45,47.45,0.57
52.75,0.48,0.60,0.00,0.00,0.91,3.76,3.53,0.66,10.94,13.59,0.39,0.99,1.04,20.22,0.23,0.81,1.13,4.93,0.73,0.65,0.35,2.66,0.02,,crpg5,58.13,72.19,0.16,19.71,3.71,0.01
5.38,0.85,0.67,10.34,46.93,15.78,52.41,10.34,18.22,5.99,8.22,0.49,1.73,0.87,46.11,5.72,0.57,12.41,7.36,9.03,0.73,0.27,2.75,10.66,10.67,cgra3,3.40,4.66,0.18,1.24,2.19,0.00
10.49,1.19,9.80,3.49,33.97,11.35,24.14,20.59,25.41,8.18,5.78,1.17,15.84,1.61,12.94,12.09,0.98,93.41,20.95,11.13,0.12,0.88,1.37,11.16,6.85,cgas5,6.63,4.68,4.23,2.02,2.50,5.01
19.49,2.08,1.03,0.00,0.00,10.67,37.65,1.62,3.28,270.43,128.30,0.59,2.37,0.84,34.18,1.81,0.28,5.28,0.49,3.04,0.58,0.42,6.96,6.95,19.58,emae4,133.46,63.32,0.20,12.04,24.40,0.00
24.58,1.47,1.55,1.04,26.72,5.97,46.65,5.85,11.31,24.59,25.10,1.03,3.79,2.02,6.05,0.38,0.70,6.29,4.74,4.18,0.67,0.33,2.25,5.29,15.31,alpa3,12.71,12.98,0.04,0.37,0.71,0.17
4.21,0.33,0.60,11.07,44.47,7.76,32.84,11.92,0.00,2.94,2.74,0.04,0.77,0.70,45.17,6.41,0.11,14.19,18.75,0.88,0.06,0.94,1.05,19.31,16.96,bgip4,,,,,,
6.40,2.54,1.01,7.48,47.90,39.74,39.29,58.41,58.84,6.29,4.36,0.47,3.78,0.56,31.27,4.93,0.19,15.76,12.90,7.52,0.47,0.52,5.95,17.19,0.47,isae3,6.24,4.32,0.60,2.55,2.57,0.68
9.11,1.28,2.58,12.41,120.43,14.07,29.43,18.38,24.21,9.00,6.97,0.96,3.56,1.62,24.83,7.03,0.75,28.31,13.19,10.53,0.37,0.62,2.96,7.89,16.47,unip3,6.84,5.29,0.38,0.77,1.02,1.00
9.64,0.72,3.09,10.36,99.81,7.48,25.42,18.21,23.22,7.94,3.96,0.42,5.53,0.58,2.07,0.66,0.59,32.11,13.18,5.97,0.14,0.80,1.40,10.65,9.14,rede3,6.23,3.10,3.11,3.12,3.98,4.00
6.40,0.83,1.00,12.31,53.49,13.02,62.09,20.86,23.21,2.91,4.00,0.63,1.22,2.34,18.52,2.90,0.76,15.66,17.58,10.23,0.63,0.37,3.46,6.03,12.34,balm4,2.61,3.59,0.34,1.21,1.34,0.12
16.10,1.72,3.34,1.42,21.75,10.69,25.06,8.25,10.16,7.10,20.87,2.33,8.91,5.15,26.02,5.40,1.36,20.76,14.61,14.49,0.70,0.30,1.92,6.69,3.77,bauh4,5.76,16.94,0.43,2.19,2.70,0.00
0.08,0.16,0.16,0.00,0.00,186.02,41.20,202.49,205.05,0.04,0.08,0.30,0.36,0.65,20.51,40.23,1.93,196.12,207.93,359.66,1.83,2.82,0.39,10.78,,nexp3,0.04,0.08,0.08,0.04,0.04,0.01
9.19,,0.58,0.00,0.00,0.00,0.00,0.00,0.00,8.08,9.26,4.81,65.29,4.81,7.04,0.44,0.00,6.26,6.21,52.33,8.36,9.36,0.02,100.00,,mapt4,,,0.00,,0.00,0.00
0.55,0.70,1.49,0.00,0.00,126.31,29.49,47.47,49.60,0.94,1.47,0.67,1.93,1.39,26.96,72.99,0.96,270.69,33.95,121.03,0.45,0.55,2.98,9.57,99.12,mnpr3,0.90,1.41,0.53,0.50,0.53,0.00
0.64,0.21,0.46,0.00,0.00,33.02,16.57,0.57,1.95,244.69,37.16,0.07,0.35,0.13,4.45,3.18,0.32,71.56,1.44,10.14,0.15,0.84,1.63,5.89,,rdni3,71.14,10.80,2.55,60.33,207.52,2.82
9.13,4.09,1.67,16.08,138.90,44.81,49.37,54.36,55.77,4.78,7.52,1.21,2.60,2.62,14.93,2.73,0.30,18.27,16.85,16.67,0.73,0.11,7.50,21.05,11.92,cebr6,4.66,7.33,0.54,2.36,2.42,0.00
12.59,2.72,1.88,14.80,108.35,21.58,39.95,36.31,69.30,7.55,7.48,0.93,13.67,1.17,18.60,2.78,0.34,14.92,12.65,7.36,0.49,0.51,0.76,3.50,17.88,gepa4,3.95,3.92,0.04,0.08,0.15,0.37
